#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
-84.33,163.49,44.23
-84.34,163.50,44.25
-84.34,163.50,44.28
-84.34,163.50,44.26
-84.34,163.50,44.25
-84.34,163.49,44.30
-84.34,163.49,44.34
-84.34,163.50,44.29
-84.34,163.50,44.25
-84.34,163.50,44.24
-84.34,163.50,44.24
-84.34,163.50,44.23
-84.34,163.50,44.23
-84.34,163.50,44.23
-84.34,163.50,44.23
-84.34,163.50,44.23
-84.34,163.51,44.22
-84.34,163.51,44.20
-84.34,163.51,44.19
-84.34,163.52,44.21
-84.34,163.52,44.23
-84.34,163.52,44.25
-84.34,163.53,44.27
-84.35,163.55,44.29
-84.35,163.55,44.31
-84.35,163.54,44.30
-84.35,163.53,44.29
-84.35,163.52,44.27
-84.35,163.53,44.25
-84.35,163.54,44.24
-84.35,163.54,44.23
-84.35,163.54,44.27
-84.35,163.54,44.30
-84.35,163.54,44.29
-84.35,163.54,44.28
-84.35,163.53,44.28
-84.36,163.53,44.29
-84.36,163.53,44.29
-84.36,163.53,44.29
-84.37,163.54,44.28
-84.37,163.54,44.27
-84.37,163.55,44.29
-84.38,163.56,44.30
-84.38,163.56,44.33
-84.38,163.57,44.35
-84.38,163.58,44.39
-84.38,163.58,44.42
-84.38,163.59,44.42
-84.38,163.59,44.43
-84.38,163.58,44.43
-84.38,163.57,44.43
-84.37,163.56,44.40
-84.36,163.54,44.37
-84.36,163.52,44.36
-84.35,163.51,44.34
-84.34,163.50,44.35
-84.34,163.49,44.35
-84.34,163.48,44.35
-84.35,161.72,44.34
-84.37,159.93,44.35
-84.37,159.94,44.35
-84.37,159.96,44.34
-84.37,159.97,44.33
-84.36,160.00,44.33
-84.36,160.03,44.33
-84.37,160.05,44.36
-84.37,160.08,44.39
-84.37,160.09,44.37
-84.37,160.11,44.36
-84.37,160.14,44.39
-84.37,160.17,44.42
-84.36,160.20,44.41
-84.36,160.22,44.40
-84.36,160.24,44.41
-84.36,160.26,44.42
-84.36,160.29,44.42
-84.36,160.30,44.43
-84.36,160.33,44.47
-84.37,160.35,44.50
-84.37,160.36,44.52
-84.37,160.38,44.54
-84.36,160.41,44.54
-84.36,160.43,44.55
-84.36,160.46,44.54
-84.36,160.48,44.52
-84.37,160.50,44.51
-84.36,160.52,44.50
-84.36,160.54,44.49
-84.36,160.57,44.48
-84.37,160.58,44.49
-84.37,160.60,44.49
-84.36,160.62,44.44
-84.36,160.64,44.40
-84.36,160.65,44.38
-84.36,160.67,44.37
-84.36,160.69,44.40
-84.36,160.71,44.44
-84.36,160.73,44.44
-84.36,160.75,44.43
-84.36,160.76,44.42
-84.36,160.78,44.41
-84.36,160.80,44.43
-84.36,160.83,44.45
-84.36,160.84,44.44
-84.36,160.85,44.43
-84.36,160.87,44.45
-84.36,160.88,44.48
-84.36,160.89,44.49
-84.36,160.90,44.49
-84.36,160.92,44.51
-84.36,160.95,44.54
-84.36,160.97,44.55
-84.36,160.99,44.57
-84.36,161.00,44.59
-84.36,161.02,44.61
-84.36,161.03,44.61
-84.36,161.04,44.61
-84.36,161.06,44.58
-84.36,161.07,44.55
-84.36,161.08,44.56
-84.36,161.09,44.57
-84.36,161.10,44.55
-84.36,161.12,44.54
-84.36,161.13,44.55
