KalmanPitch,KalmanRoll,,,
-2.21,-94.12,,,
-2.19,-94.12,,,
-2.18,-94.12,,,
-2.16,-94.12,,,
-2.14,-94.13,,,
-2.11,-94.13,,,
-2.07,-94.13,,,
-2.03,-94.14,,,
-1.96,-94.13,,,
-1.92,-94.13,,,
-1.89,-94.15,,,
-1.85,-94.15,,,
-1.81,-94.15,,,
-1.77,-94.14,,,
-1.76,-94.14,,,
-1.75,-94.14,,,
-1.73,-94.14,,,
-1.74,-94.14,,,
-1.76,-94.14,,,
-1.76,-94.15,,,
-1.75,-94.15,,,
-1.77,-94.15,,,
-1.77,-94.15,,,
-1.78,-94.15,,,
-1.81,-94.15,,,
-1.78,-94.14,,,
-1.82,-94.13,,,
-1.85,-94.14,,,
-1.9,-94.14,,,
-1.92,-94.14,,,
-1.96,-94.13,,,
-1.98,-94.14,,,
-2.01,-94.14,,,
-2.04,-94.14,,,
-2.06,-94.14,,,
-2.08,-94.14,,,
-2.11,-94.15,,,
-2.12,-94.15,,,
-2.14,-94.14,,,
-2.16,-94.15,,,
-2.18,-94.14,,,
-2.2,-94.14,,,
-2.21,-94.13,,,
-2.24,-94.12,,,
-2.25,-94.12,,,
-2.27,-94.12,,,
-2.27,-94.11,,,
-2.29,-94.12,,,
-2.27,-94.12,,,
-2.29,-94.12,,,
-2.3,-94.13,,,
-2.29,-94.14,,,
-2.28,-94.14,,,
-2.28,-94.13,,,
-2.29,-94.14,,,
-2.29,-94.14,,,
-2.3,-94.13,,,
-2.3,-94.12,,,
-2.3,-94.12,,,
-2.32,-94.12,,,
-2.33,-94.12,,,
-2.36,-94.11,,,
-2.4,-94.11,,,
-2.44,-94.11,,,
-2.47,-94.1,,,
-2.49,-94.08,,,
-2.49,-94.07,,,
-2.52,-94.06,,,
-2.49,-94.03,,,
-2.52,-94,,,
-2.5,-93.99,,,
-2.53,-93.95,,,
-2.53,-93.94,,,
-2.54,-93.91,,,
-2.51,-93.9,,,
-2.54,-93.89,,,
-2.57,-93.85,,,
-2.62,-93.83,,,
-2.66,-93.8,,,
-2.74,-93.78,,,
-2.8,-93.76,,,
-2.87,-93.74,,,
-2.94,-93.71,,,
-3.02,-93.7,,,
-3.12,-93.66,,,
-3.2,-93.66,,,
-3.26,-93.63,,,
-3.34,-93.62,,,
-3.37,-93.67,,,
-3.42,-93.64,,,
-3.46,-93.61,,,
-3.49,-93.62,,,
-3.51,-93.65,,,
-3.53,-93.62,,,
-3.59,-93.58,,,
-3.64,-93.54,,,
-3.71,-93.49,,,
-3.79,-93.46,,,
-3.88,-93.47,,,
-3.98,-93.44,,,
-4.07,-93.43,,,
-4.18,-93.4,,,
-4.27,-93.37,,,
-4.37,-93.35,,,
-4.48,-93.36,,,
-4.56,-93.36,,,
-4.67,-93.36,,,
-4.75,-93.39,,,
-4.83,-93.43,,,
-4.88,-93.51,,,
-4.92,-93.53,,,
-4.98,-93.59,,,
-5.04,-93.6,,,
-5.09,-93.66,,,
-5.17,-93.62,,,
-5.23,-93.62,,,
-5.29,-93.65,,,
-5.37,-93.67,,,
-5.44,-93.7,,,
-5.49,-93.68,,,
-5.53,-93.68,,,
-5.59,-93.7,,,
-5.63,-93.75,,,
-5.68,-93.78,,,
-5.72,-93.8,,,
-5.75,-93.84,,,
-5.79,-93.88,,,
-5.8,-93.89,,,
-5.83,-93.94,,,
-5.82,-93.93,,,
-5.79,-93.92,,,
-5.78,-93.89,,,
-5.76,-93.86,,,
-5.77,-93.83,,,
-5.8,-93.85,,,
-5.83,-93.86,,,
-5.87,-93.86,,,
-5.91,-93.88,,,
-5.96,-93.89,,,
-6,-93.92,,,
-6.05,-93.94,,,
-6.08,-93.95,,,
-6.13,-93.97,,,
-6.16,-93.98,,,
-6.17,-93.97,,,
-6.2,-93.99,,,
-6.21,-93.98,,,
-6.23,-93.97,,,
-6.23,-93.97,,,
-6.25,-93.99,,,
-6.26,-94,,,
-6.28,-94.01,,,
-6.3,-94.03,,,
-6.3,-94.04,,,
-6.32,-94.06,,,
-6.3,-94.07,,,
-6.3,-94.1,,,
-6.31,-94.12,,,
-6.27,-94.13,,,
-6.23,-94.14,,,
-6.17,-94.15,,,
-6.11,-94.15,,,
-6.04,-94.16,,,
-5.94,-94.15,,,
-5.85,-94.13,,,
-5.78,-94.14,,,
-5.69,-94.14,,,
-5.62,-94.14,,,
-5.56,-94.14,,,
-5.49,-94.14,,,
-5.44,-94.14,,,
-5.39,-94.15,,,
-5.35,-94.16,,,
-5.31,-94.17,,,
-5.3,-94.18,,,
-5.26,-94.19,,,
-5.22,-94.2,,,
-5.18,-94.22,,,
-5.14,-94.23,,,
-5.11,-94.24,,,
-5.08,-94.24,,,
-5.06,-94.25,,,
-5.01,-94.25,,,
-4.99,-94.25,,,
-4.95,-94.25,,,
-4.92,-94.24,,,
-4.9,-94.24,,,
-4.87,-94.24,,,
-4.84,-94.24,,,
-4.8,-94.24,,,
-4.78,-94.24,,,
-4.76,-94.24,,,
-4.75,-94.24,,,
-4.75,-94.24,,,
-4.75,-94.23,,,
-4.78,-94.23,,,
-4.78,-94.22,,,
-4.79,-94.23,,,
-4.8,-94.24,,,
-4.8,-94.26,,,
-4.81,-94.29,,,
-4.84,-94.32,,,
-4.82,-94.37,,,
-4.8,-94.42,,,
-4.79,-94.46,,,
-4.82,-94.47,,,
-4.82,-94.49,,,
-4.82,-94.49,,,
-4.83,-94.45,,,
-4.83,-94.43,,,
-4.76,-94.41,,,
-4.65,-94.42,,,
-4.6,-94.4,,,
-4.58,-94.36,,,
-4.57,-94.36,,,
-4.54,-94.36,,,
-4.49,-94.41,,,
-4.44,-94.45,,,
-4.4,-94.5,,,
-4.37,-94.53,,,
-4.32,-94.6,,,
-4.26,-94.65,,,
-4.21,-94.71,,,
-4.15,-94.77,,,
-4.12,-94.77,,,
-4.07,-94.82,,,
-4,-94.82,,,
-3.94,-94.81,,,
-3.86,-94.8,,,
-3.78,-94.79,,,
-3.7,-94.78,,,
-3.63,-94.8,,,
-3.55,-94.84,,,
-3.46,-94.91,,,
-3.36,-94.97,,,
-3.26,-95.02,,,
-3.17,-95.03,,,
-3.1,-95.05,,,
-3.09,-95.03,,,
-3.1,-95.01,,,
-3.14,-94.99,,,
-3.17,-94.98,,,
-3.16,-94.92,,,
-3.12,-94.88,,,
-3.08,-94.85,,,
-3.03,-94.79,,,
-2.98,-94.75,,,
-2.93,-94.73,,,
-2.89,-94.75,,,
-2.84,-94.72,,,
-2.78,-94.73,,,
-2.72,-94.74,,,
-2.66,-94.75,,,
-2.59,-94.78,,,
-2.52,-94.75,,,
-2.45,-94.75,,,
-2.39,-94.7,,,
-2.31,-94.69,,,
-2.24,-94.64,,,
-2.19,-94.59,,,
-2.13,-94.53,,,
-2.09,-94.51,,,
-2.05,-94.53,,,
-2.01,-94.5,,,
-1.97,-94.5,,,
-1.93,-94.48,,,
-1.9,-94.45,,,
-1.86,-94.43,,,
-1.83,-94.39,,,
-1.83,-94.38,,,
-1.8,-94.34,,,
-1.8,-94.32,,,
-1.78,-94.3,,,
-1.76,-94.29,,,
-1.75,-94.28,,,
-1.74,-94.25,,,
-1.72,-94.23,,,
-1.7,-94.23,,,
-1.65,-94.18,,,
-1.66,-94.18,,,
-1.67,-94.16,,,
-1.68,-94.13,,,
-1.66,-94.13,,,
-1.66,-94.11,,,
-1.69,-94.13,,,
-1.69,-94.13,,,
-1.68,-94.1,,,
-1.68,-94.1,,,
-1.66,-94.09,,,
-1.63,-94.06,,,
-1.66,-94.06,,,
-1.66,-94.06,,,
-1.68,-94.06,,,
-1.7,-94.04,,,
-1.71,-94.03,,,
-1.72,-94.03,,,
-1.74,-94.01,,,
-1.78,-94.01,,,
-1.83,-93.99,,,
-1.86,-93.99,,,
-1.88,-93.96,,,
-1.88,-93.95,,,
-1.92,-93.94,,,
-1.95,-93.94,,,
-1.98,-93.94,,,
-2.01,-93.94,,,
-2.05,-93.94,,,
-2.1,-93.93,,,
-2.16,-93.93,,,
-2.18,-93.93,,,
-2.22,-93.92,,,
-2.27,-93.91,,,
-2.31,-93.9,,,
-2.33,-93.9,,,
-2.36,-93.89,,,
-2.37,-93.88,,,
-2.38,-93.89,,,
-2.37,-93.89,,,
-2.38,-93.9,,,
-2.4,-93.91,,,
-2.42,-93.91,,,
-2.44,-93.91,,,
-2.45,-93.91,,,
-2.46,-93.92,,,
-2.5,-93.92,,,
-2.55,-93.93,,,
-2.61,-93.93,,,
-2.66,-93.94,,,
-2.71,-93.94,,,
-2.8,-93.94,,,
-2.84,-93.96,,,
-2.87,-93.95,,,
-2.88,-93.96,,,
-2.87,-93.95,,,
-2.86,-93.94,,,
-2.84,-93.92,,,
-2.82,-93.91,,,
-2.77,-93.89,,,
-2.76,-93.86,,,
-2.75,-93.83,,,
-2.72,-93.79,,,
-2.72,-93.77,,,
-2.75,-93.73,,,
-2.77,-93.7,,,
-2.8,-93.66,,,
-2.84,-93.62,,,
-2.92,-93.58,,,
-2.96,-93.56,,,
-3.02,-93.52,,,
-3.06,-93.49,,,
-3.09,-93.45,,,
-3.14,-93.41,,,
-3.15,-93.37,,,
-3.17,-93.35,,,
-3.2,-93.3,,,
-3.22,-93.26,,,
-3.24,-93.22,,,
-3.28,-93.16,,,
-3.32,-93.14,,,
-3.35,-93.08,,,
-3.39,-93.04,,,
-3.44,-93.01,,,
-3.51,-92.96,,,
-3.57,-92.92,,,
-3.65,-92.87,,,
-3.74,-92.81,,,
-3.84,-92.76,,,
-3.95,-92.7,,,
-4.05,-92.67,,,
-4.15,-92.65,,,
-4.27,-92.63,,,
-4.36,-92.63,,,
-4.43,-92.62,,,
-4.51,-92.63,,,
-4.56,-92.64,,,
-4.62,-92.64,,,
-4.68,-92.63,,,
-4.75,-92.6,,,
-4.85,-92.56,,,
-4.94,-92.52,,,
-5.06,-92.49,,,
-5.18,-92.47,,,
-5.29,-92.45,,,
-5.42,-92.46,,,
-5.53,-92.48,,,
-5.64,-92.51,,,
-5.74,-92.56,,,
-5.83,-92.6,,,
-5.89,-92.64,,,
-5.95,-92.68,,,
-5.99,-92.71,,,
-6.03,-92.73,,,
-6.06,-92.75,,,
-6.11,-92.76,,,
-6.17,-92.75,,,
-6.24,-92.73,,,
-6.34,-92.72,,,
-6.44,-92.71,,,
-6.56,-92.69,,,
-6.68,-92.69,,,
-6.81,-92.71,,,
-6.94,-92.75,,,
-7.05,-92.78,,,
-7.16,-92.82,,,
-7.23,-92.86,,,
-7.3,-92.9,,,
-7.36,-92.96,,,
-7.42,-93.01,,,
-7.47,-93.07,,,
-7.51,-93.13,,,
-7.53,-93.17,,,
-7.56,-93.2,,,
-7.59,-93.22,,,
-7.63,-93.23,,,
-7.67,-93.22,,,
-7.7,-93.2,,,
-7.76,-93.19,,,
-7.81,-93.2,,,
-7.85,-93.21,,,
-7.89,-93.23,,,
-7.95,-93.25,,,
-8,-93.26,,,
-8.05,-93.3,,,
-8.09,-93.33,,,
-8.12,-93.35,,,
-8.16,-93.37,,,
-8.2,-93.41,,,
-8.23,-93.42,,,
-8.26,-93.46,,,
-8.28,-93.49,,,
-8.28,-93.51,,,
-8.26,-93.52,,,
-8.27,-93.53,,,
-8.26,-93.52,,,
-8.27,-93.53,,,
-8.28,-93.54,,,
-8.3,-93.55,,,
-8.33,-93.56,,,
-8.34,-93.57,,,
-8.36,-93.56,,,
-8.4,-93.58,,,
-8.42,-93.59,,,
-8.45,-93.61,,,
-8.46,-93.62,,,
-8.46,-93.63,,,
-8.46,-93.65,,,
-8.44,-93.65,,,
-8.44,-93.67,,,
-8.45,-93.71,,,
-8.44,-93.72,,,
-8.45,-93.73,,,
-8.46,-93.75,,,
-8.46,-93.75,,,
-8.45,-93.77,,,
-8.46,-93.77,,,
-8.47,-93.78,,,
-8.48,-93.78,,,
-8.49,-93.78,,,
-8.49,-93.77,,,
-8.49,-93.77,,,
-8.5,-93.79,,,
-8.51,-93.81,,,
-8.5,-93.82,,,
-8.48,-93.83,,,
-8.44,-93.84,,,
-8.41,-93.84,,,
-8.37,-93.85,,,
-8.33,-93.85,,,
-8.29,-93.85,,,
-8.26,-93.84,,,
-8.23,-93.83,,,
-8.21,-93.83,,,
-8.2,-93.84,,,
-8.19,-93.85,,,
-8.19,-93.87,,,
-8.22,-93.89,,,
-8.23,-93.9,,,
-8.24,-93.92,,,
-8.21,-93.93,,,
-8.2,-93.95,,,
-8.18,-93.97,,,
-8.13,-93.98,,,
-8.08,-93.99,,,
-8.01,-94,,,
-7.95,-94.02,,,
-7.88,-94.04,,,
-7.83,-94.06,,,
-7.77,-94.07,,,
-7.74,-94.09,,,
-7.68,-94.11,,,
-7.63,-94.13,,,
-7.6,-94.14,,,
-7.57,-94.16,,,
-7.53,-94.17,,,
-7.47,-94.18,,,
-7.42,-94.18,,,
-7.37,-94.19,,,
-7.32,-94.19,,,
-7.3,-94.21,,,
-7.28,-94.22,,,
-7.26,-94.23,,,
-7.23,-94.24,,,
-7.2,-94.25,,,
-7.17,-94.25,,,
-7.17,-94.26,,,
-7.17,-94.26,,,
-7.16,-94.26,,,
-7.15,-94.27,,,
-7.12,-94.29,,,
-7.1,-94.3,,,
-7.08,-94.31,,,
-7.06,-94.32,,,
-7.04,-94.33,,,
-7.02,-94.34,,,
-7,-94.36,,,
-6.97,-94.38,,,
-6.94,-94.39,,,
-6.9,-94.41,,,
-6.88,-94.43,,,
-6.84,-94.46,,,
-6.82,-94.47,,,
-6.78,-94.49,,,
-6.74,-94.53,,,
-6.71,-94.55,,,
-6.67,-94.59,,,
-6.62,-94.62,,,
-6.57,-94.67,,,
-6.51,-94.7,,,
-6.44,-94.74,,,
-6.39,-94.76,,,
-6.34,-94.79,,,
-6.29,-94.8,,,
-6.24,-94.8,,,
-6.2,-94.81,,,
-6.15,-94.81,,,
-6.1,-94.81,,,
-6.04,-94.82,,,
-5.98,-94.85,,,
-5.92,-94.86,,,
-5.85,-94.88,,,
-5.79,-94.87,,,
-5.74,-94.88,,,
-5.67,-94.91,,,
-5.59,-94.94,,,
-5.53,-94.96,,,
-5.47,-94.97,,,
-5.41,-94.98,,,
-5.36,-94.98,,,
-5.29,-94.99,,,
-5.23,-94.98,,,
-5.18,-94.98,,,
-5.12,-94.98,,,
-5.08,-94.98,,,
-5.03,-94.99,,,
-4.98,-95,,,
-4.92,-94.99,,,
-4.87,-95,,,
-4.81,-94.99,,,
-4.75,-94.98,,,
-4.7,-94.98,,,
-4.63,-94.97,,,
-4.58,-94.96,,,
-4.53,-94.95,,,
-4.48,-94.94,,,
-4.44,-94.95,,,
-4.39,-94.95,,,
-4.35,-94.92,,,
-4.3,-94.9,,,
-4.26,-94.87,,,
-4.22,-94.84,,,
-4.18,-94.79,,,
-4.15,-94.8,,,
-4.12,-94.79,,,
-4.09,-94.8,,,
-4.06,-94.8,,,
-4.04,-94.79,,,
-4,-94.82,,,
-3.95,-94.81,,,
-3.89,-94.78,,,
-3.88,-94.81,,,
-3.86,-94.8,,,
-3.84,-94.78,,,
-3.83,-94.77,,,
-3.83,-94.76,,,
-3.81,-94.74,,,
-3.79,-94.73,,,
-3.77,-94.73,,,
-3.74,-94.74,,,
-3.72,-94.75,,,
-3.68,-94.74,,,
-3.64,-94.7,,,
-3.61,-94.7,,,
-3.58,-94.7,,,
-3.55,-94.71,,,
-3.5,-94.7,,,
-3.46,-94.72,,,
-3.41,-94.7,,,
-3.36,-94.69,,,
-3.31,-94.7,,,
-3.24,-94.71,,,
-3.19,-94.71,,,
-3.12,-94.68,,,
-3.06,-94.65,,,
-3.01,-94.62,,,
-2.97,-94.6,,,
-2.93,-94.58,,,
-2.9,-94.58,,,
-2.87,-94.57,,,
