129.81,144.28,134.07,140.29,143.15
129.8,144.27,134.08,140.29,143.15
129.79,144.27,134.09,140.32,143.16
129.79,144.28,134.1,140.33,143.18
129.77,144.28,134.11,140.33,143.2
129.77,144.28,134.11,140.34,143.22
129.76,144.27,134.12,140.35,143.24
129.73,144.26,134.14,140.36,143.23
129.72,144.25,134.14,140.37,143.23
129.7,144.24,134.14,140.38,143.22
129.7,144.26,134.13,140.39,143.22
129.7,144.25,134.13,140.4,143.22
129.7,144.24,134.14,140.4,143.22
129.69,144.24,134.14,140.4,143.24
129.67,144.23,134.14,140.41,143.25
129.69,144.22,134.15,140.4,143.25
129.68,144.21,134.16,140.4,143.25
129.68,144.22,134.18,140.42,143.25
129.7,144.2,134.19,140.43,143.25
129.68,144.19,134.18,140.45,143.28
129.66,144.2,134.18,140.42,143.29
129.66,144.21,134.18,140.43,143.31
129.65,144.2,134.17,140.45,143.31
129.65,144.19,134.18,140.47,143.32
129.66,144.18,134.18,140.49,143.33
129.68,144.18,134.19,140.51,143.32
129.71,144.17,134.11,140.52,143.34
129.74,144.17,134.1,140.53,143.35
129.76,144.17,134.11,140.52,143.36
129.79,144.17,134.11,140.52,143.37
129.8,144.17,134.11,140.52,143.37
129.81,144.17,134.09,140.52,143.37
129.82,144.16,134.1,140.52,143.36
129.85,144.17,134.12,140.5,143.36
129.88,144.18,134.14,140.5,143.36
129.9,144.18,134.16,140.49,143.37
129.91,144.2,134.14,140.5,143.37
129.92,144.2,134.13,140.54,143.38
129.91,144.18,134.11,140.57,143.39
129.9,144.17,134.1,140.6,143.4
129.89,144.17,134.08,140.65,143.4
129.9,144.16,134.08,140.69,143.39
129.92,144.16,134.08,140.74,143.39
129.91,144.16,134.07,140.79,143.39
129.89,144.16,134.05,140.85,143.39
129.84,144.15,134.03,140.91,143.39
129.83,144.15,134.02,141.02,143.38
129.82,144.14,134.01,141.11,143.36
129.79,144.14,134,141.2,143.35
129.78,144.15,133.98,141.29,143.34
129.74,144.13,133.96,141.33,143.32
129.73,144.12,133.96,141.28,143.29
129.74,144.13,133.97,141.05,143.29
129.75,144.12,134.02,140.86,143.29
129.76,144.13,134.07,140.83,143.29
129.76,144.13,134.16,140.87,143.31
129.77,144.12,134.28,140.95,143.32
129.78,144.11,134.44,141.02,143.32
129.78,144.11,134.58,141.08,143.32
129.79,144.12,134.73,141.09,143.32
129.81,144.11,134.84,141.11,143.34
129.83,144.09,134.92,141.11,143.37
129.84,144.07,134.99,141.11,143.41
129.85,144.04,135.04,141.09,143.45
129.86,144,135,141.08,143.52
129.88,143.96,134.73,141.08,143.6
129.89,143.93,134.45,141.09,143.74
129.92,143.9,134.34,141.1,143.87
129.94,143.88,134.36,141.1,144
129.93,143.86,134.42,141.09,144.1
129.94,143.86,134.49,141.08,144.18
129.98,143.84,134.53,141.09,144.22
129.98,143.84,134.56,141.08,144.22
130,143.84,134.59,141.09,143.93
129.99,143.85,134.63,141.09,143.58
129.98,143.88,134.68,141.1,143.44
129.97,143.91,134.72,141.1,143.44
129.97,143.94,134.76,141.08,143.48
129.98,143.99,134.78,141.07,143.55
129.95,144.05,134.78,141.05,143.61
129.92,144.1,134.76,141.04,143.64
129.91,144.18,134.77,141.03,143.66
129.89,144.25,134.77,141.03,143.7
129.88,144.32,134.78,141.02,143.72
129.87,144.45,134.78,141.02,143.74
129.86,144.55,134.77,141.03,143.75
129.87,144.65,134.77,141.04,143.75
129.84,144.74,134.78,141.05,143.73
129.84,144.8,134.79,141.07,143.69
129.78,144.83,134.8,141.08,143.66
129.77,144.83,134.78,141.11,143.65
129.77,144.63,134.75,141.13,143.66
129.76,144.27,134.72,141.17,143.68
129.74,144.05,134.69,141.22,143.69
129.73,144.03,134.67,141.25,143.71
129.73,144.07,134.66,141.28,143.75
129.72,144.11,134.63,141.29,143.78
129.71,144.15,134.62,141.29,143.8
129.7,144.17,134.62,141.28,143.8
129.72,144.21,134.61,141.27,143.78
129.7,144.24,134.62,141.25,143.76
129.69,144.26,134.64,141.24,143.74
129.67,144.31,134.66,141.24,143.73
129.65,144.33,134.69,141.22,143.74
129.64,144.36,134.73,141.23,143.75
129.6,144.36,134.78,141.23,143.76
129.54,144.3,134.81,141.24,143.76
129.52,144.23,134.84,141.25,143.77
129.49,144.16,134.83,141.26,143.79
129.46,144.16,134.82,141.27,143.8
129.43,144.18,134.8,141.28,143.81
129.38,144.2,134.79,141.28,143.82
129.35,144.23,134.76,141.29,143.83
129.34,144.27,134.73,141.3,143.83
129.34,144.3,134.71,141.29,143.84
129.35,144.29,134.68,141.29,143.84
129.34,144.25,134.66,141.29,143.83
129.33,144.23,134.65,141.31,143.82
129.34,144.22,134.64,141.31,143.81
129.36,144.21,134.63,141.33,143.78
129.4,144.2,134.62,141.36,143.75
129.47,144.18,134.63,141.39,143.74
129.56,144.15,134.64,141.41,143.74
129.64,144.13,134.64,141.44,143.75
129.76,144.12,134.64,141.45,143.74
129.88,144.11,134.65,141.42,143.76
130.04,144.12,134.66,141.42,143.75
130.23,144.13,134.69,141.43,143.76
130.36,144.16,134.7,141.43,143.77
130.48,144.17,134.71,141.43,143.79
130.55,144.2,134.73,141.43,143.81
130.51,144.21,134.76,141.43,143.83
130.2,144.22,134.81,141.4,143.84
129.85,144.24,134.85,141.38,143.48
129.74,144.24,134.91,141.36,142.88
129.78,144.24,134.96,141.35,142.21
129.88,144.23,135.02,141.34,141.56
129.98,144.19,135.07,141.34,141.15
130.03,144.17,135.1,141.35,139.2
130.01,144.16,135.12,141.36,137.56
129.96,144.16,135.14,141.39,136.07
129.91,144.17,135.14,141.42,134.58
129.91,144.2,135.13,141.44,133.31
129.91,144.22,135.11,141.46,132.06
129.95,144.26,135.07,141.45,132.19
129.98,144.3,135.05,141.46,132.24
129.99,144.35,135.02,141.47,132.19
129.97,144.4,134.97,141.49,132.33
129.95,144.42,134.92,141.49,132.61
129.96,144.43,134.86,141.51,132.95
129.98,144.45,134.83,141.51,131.52
130.01,144.43,134.51,141.5,132.02
130.02,144.42,134.18,141.46,132.26
130.02,144.39,133.73,141.38,132.24
130.05,144.39,133.14,140.98,132.18
130.06,144.37,132.23,140.53,132.2
130.05,144.35,131.33,140.09,132.29
130.01,144.33,130.31,139.83,132.54
129.98,144.33,129.3,139.79,132.95
129.94,144.33,128.22,137.96,133.22
129.94,144.33,127.18,136.18,133.38
129.94,144.34,126.26,134.49,133.22
129.93,144.35,125.31,132.87,133
129.92,144.34,124.47,131.34,132.85
129.91,144.35,123.51,129.88,132.68
129.92,144.35,121.97,128.48,132.49
129.94,144.34,122.14,127.07,132.4
129.93,144.33,122.28,126.72,132.4
129.93,144.31,122.59,126.87,132.47
129.92,144.29,122.98,125.47,132.54
129.93,144.27,123.38,124.33,132.63
129.94,144.25,123.63,123.59,132.71
129.95,144.24,124,123.3,132.79
129.94,144.23,122.94,122.84,132.87
129.94,144.22,123.47,122.41,132.94
129.94,144.22,123.91,122.26,133.03
129.94,144.21,124.22,122.35,133.1
129.94,144.22,124.54,121.98,133.17
129.93,144.25,124.97,121.33,133.25
129.9,144.27,125.22,120.59,133.28
129.9,144.32,125.34,119.28,133.33
129.92,144.33,125.37,117.85,133.38
129.92,144.36,125.39,116.26,133.42
129.92,144.39,125.4,114.61,133.46
129.9,144.41,125.44,114.76,133.49
129.92,144.43,125.51,114.94,133.54
129.92,144.43,125.67,115.07,133.58
129.9,144.41,124.39,115.09,133.61
129.89,144.39,123.1,115.02,133.66
129.87,144.38,121.83,114.92,133.71
129.87,144.37,120.56,114.97,133.76
129.84,144.37,119.35,114.85,133.82
129.85,144.38,118.22,114.69,132.32
129.86,144.37,117.14,114.52,131.61
129.86,144.36,116.99,114.38,131.06
129.86,144.35,116.81,114.27,130.34
129.85,144.35,116.6,114.02,130.49
129.86,144.35,116.33,113.66,130.61
129.85,144.34,116.08,113.19,130.74
129.86,144.34,115.96,112.55,130.81
129.9,144.33,115.58,112.46,130.43
129.91,144.32,115.3,110.75,129.41
129.93,143.67,115.23,109.18,128.22
129.92,143.08,115.07,107.5,126.79
129.93,143.09,114.88,107.54,125.34
129.95,143,114.49,105.94,125.37
129.95,142.93,114.1,104.54,125.39
129.97,142.86,113.84,103.29,124.12
129.96,142.2,113.53,103.68,122.86
129.97,141.48,113.03,103.94,123.19
129.95,141.18,112.28,104.17,123.56
129.94,141.15,110.53,104.38,123.9
129.95,141.22,108.98,104.59,124.12
129.94,141.26,107.24,104.82,124.3
129.94,141.32,107.17,105.03,124.26
129.92,141.41,105.44,105.24,124.12
129.91,141.48,103.72,105.46,123.91
129.92,141.58,103.87,105.68,123.62
129.92,141.72,104.04,105.86,123.52
129.95,141.86,103.95,105.78,123.51
129.95,141.93,103.95,105.41,123.52
129.98,142.06,102.39,105.03,123.59
130,140.33,100.84,103.82,123.66
130.01,140.52,100.92,102.36,123.54
130.02,140.61,100.97,100.83,123.46
130.02,140.61,101.05,99.27,123.34
130.02,140.66,100.89,97.9,123.26
130,140.68,100.79,98.31,123.25
130,140.71,100.86,98.62,121.78
129.99,140.84,100.75,98.89,120.59
129.98,139.38,100.15,99.16,119.56
129.96,137.86,99.82,99.41,118.42
129.96,137.76,99.48,99.69,118.64
129.96,137.59,98.39,99.97,118.78
129.97,137.51,97.06,100.23,118.91
129.99,137.51,95.82,100.51,119.04
130.01,137.56,94.59,100.78,119.18
130.03,137.6,93.45,101.04,119.32
130.05,137.64,92.35,101.29,119.4
130.09,137.68,91.08,101.54,118.87
130.09,137.73,91.39,101.88,119.03
130.12,137.77,91.63,101.18,119.34
130.11,137.81,91.88,100.15,118
130.13,137.86,92.14,99.12,116.68
130.15,137.91,92.38,98.18,116.05
130.16,137.97,92.64,97.42,116.51
130.18,138.01,92.88,96.82,116.91
130.18,138.05,91.44,96.46,115.54
130.18,138.1,90.28,96.39,115.49
130.18,138.15,89.1,96.53,115.42
130.18,138.19,87.97,96.84,115.48
130.16,138.23,88.27,97.34,115.56
130.17,138.26,88.91,97.97,115.7
130.18,138.28,89.36,98.7,115.83
130.18,138.31,89.98,99.51,115.95
130.18,138.33,90.56,100.39,115.46
130.17,138.37,91.18,101.29,114.9
130.13,138.42,92.13,102.2,114.39
130.12,138.46,91.44,103.15,114.35
130.09,138.49,92.88,104.22,114.08
130.08,138.53,94.44,105.19,114.04
130.09,138.56,94.32,107.55,114.13
130.08,138.61,94.33,109.81,112.42
130.09,138.65,94.27,111.81,110.76
130.08,138.69,94.81,113.78,109.17
130.09,138.74,95.31,115.82,107.6
130.09,138.78,95.85,117.91,107.89
130,138.83,96.47,120.01,107.2
129.56,138.88,97.15,122.06,106.6
129.6,138.92,97.93,124.06,106.04
129.58,137.85,98.8,125.64,105.45
129.59,136.63,99.85,126.82,105.18
129.52,135.4,100.76,127.85,105.06
129.48,134.23,101.56,127.13,104.87
129.5,134.85,102.24,126.5,104.58
129.43,133.76,102.79,126,104.34
129.44,132.76,104.86,126.5,104.39
129.45,131.95,106.8,126.97,104.54
129.47,131.34,108.77,127.54,104.75
129.5,130.91,110.8,128.02,104.98
129.47,130.6,112.82,128.38,103.36
129.51,130.49,114.57,128.74,101.79
129.49,130.63,116.41,129.12,100.32
129.51,130.93,118.17,129.69,98.87
129.51,131.36,119.89,130.23,99.19
129.53,131.99,119.77,129.02,99.46
129.54,132.69,119.8,127.98,99.71
129.55,133.37,119.98,126.96,99.95
129.56,134.08,120.33,125.97,100.2
129.56,134.78,120.87,124.95,100.45
129.54,136.09,121.47,125.12,100.69
129.52,137.4,122.45,125.23,100.93
129.51,139.45,124.11,125.26,101.18
129.52,141.55,125.74,125.22,101.42
129.53,143.54,127.22,125.1,101.64
129.55,145.44,128.5,124.94,101.87
129.57,147.29,129.59,124.77,102.11
129.6,149.11,130.56,124.75,102.33
129.61,150.94,131.25,124.82,102.56
129.61,152.62,131.69,124.9,102.79
129.61,154.24,132,124.99,103.03
129.59,155.83,132.13,125.08,103.26
129.58,157.4,132.1,125.16,103.5
129.59,158.86,131.84,125.24,103.76
129.61,160.16,131.68,125.32,104.16
129.6,161.33,131.43,125.38,102.76
129.61,162.47,131.09,125.45,101.44
129.62,163.61,130.64,125.53,101.86
129.62,164.67,130.47,125.61,101.95
129.64,165.55,128.78,125.68,101.9
129.62,166.35,127.13,125.74,101.94
129.61,167.02,125.54,125.8,102.11
129.59,166.64,123.96,125.86,102.32
129.6,166.29,124.13,125.92,102.54
129.63,166.02,124.19,125.99,102.77
129.31,165.82,123.89,126.06,102.99
128.52,165.61,123.51,126.12,103.22
127.53,165.29,123.16,126.17,103.4
126.36,164.88,123.21,126.24,103.54
126.59,164.45,121.56,126.31,103.62
126.67,164.11,119.95,126.37,103.75
126.65,163.82,118.36,126.45,102.53
126.65,163.61,116.78,126.5,101.41
