30.88,,,36.87,
30.86,,,36.86,
30.83,,,36.86,
30.8,,,36.86,
30.76,,,36.87,
30.72,,,36.88,
30.69,,,36.87,
30.66,,,36.86,
30.66,,,36.86,
30.67,,,36.85,
30.7,,,36.84,
30.74,,,36.83,
30.79,,,36.83,
30.83,,,36.83,
30.85,,,36.85,
30.84,,,36.86,
30.82,,,36.87,
30.8,,,36.87,
30.78,,,36.86,
30.76,,,36.86,
30.72,,,36.85,
30.69,,,36.85,
30.66,,,36.85,
30.64,,,36.85,
30.62,,,36.85,
30.59,,,36.85,
30.57,,,36.84,
30.55,,,36.83,
30.54,,,36.83,
30.54,,,36.84,
30.53,,,36.83,
30.52,,,36.83,
30.5,,,36.82,
30.47,,,36.82,
30.44,,,36.8,
30.41,,36.98,36.79,
30.38,,36.99,36.79,
30.36,,36.99,36.8,
30.34,,37,36.79,
30.32,,37.01,36.79,
30.3,,37.01,36.79,
30.28,,37.02,36.8,
30.27,,37.02,36.8,
30.27,,37.02,36.79,
30.28,,37.02,36.8,
30.29,,37.02,36.81,
30.27,,37.02,36.8,
30.25,,37.02,36.8,
30.23,,37.01,36.79,
30.2,,37.01,36.78,
30.19,,37.01,36.78,
30.18,,37.01,36.78,
30.15,,37.01,36.79,
30.13,,37.02,36.79,
30.1,,37.02,36.79,38.98
30.08,,37.02,36.78,38.97
30.06,,37.03,36.77,38.97
30.05,,37.04,36.77,38.97
30.02,,37.03,36.76,38.96
29.99,,37.02,36.78,38.95
29.98,,37.01,36.79,38.95
29.96,,37,36.8,38.95
29.95,,36.99,36.79,38.94
29.93,,36.99,36.8,38.93
29.92,,36.99,36.81,38.93
29.91,,36.99,36.81,38.93
29.89,,36.99,36.81,38.94
29.88,,36.99,36.8,38.96
29.87,,36.98,36.8,38.96
29.86,,36.98,36.82,38.96
29.84,,36.99,36.83,38.95
29.82,,37.01,36.85,38.93
29.8,,37,36.84,38.93
29.78,,36.99,36.84,38.93
29.77,,36.99,36.83,38.92
29.76,,36.99,36.83,38.91
29.73,,37,36.83,38.9
29.7,,37,36.84,38.89
29.68,,36.99,36.85,38.9
29.65,,36.99,36.84,38.9
29.64,,37,36.83,38.9
29.62,,37.01,36.82,38.9
29.6,,37.02,36.81,38.89
29.57,,37.03,36.81,38.88
29.45,,37.03,36.82,38.87
29.32,,37.02,36.81,38.87
29.23,,37.04,36.8,38.87
29.19,,37.05,36.79,38.86
29.15,,37.05,36.78,38.87
29.11,,37.04,36.77,38.88
29.04,,37.06,36.76,38.88
28.93,,37.08,36.76,38.88
28.85,,37.09,36.75,38.88
28.8,,37.11,36.76,38.88
28.78,,37.1,36.76,38.88
28.76,,37.1,36.76,38.88
28.74,,37.11,36.77,38.88
28.72,,37.11,36.77,38.88
28.7,,37.11,36.78,38.87
28.68,,37.11,36.79,38.86
28.66,,37.11,36.8,38.85
