76.68,80.35,80.09,78.78,79.6
76.69,80.35,80.09,78.79,79.61
76.69,80.34,80.1,78.79,79.63
76.69,80.34,80.1,78.8,79.66
76.68,80.33,80.1,78.81,79.67
76.69,80.31,80.1,78.82,79.68
76.69,80.31,80.11,78.83,79.69
76.7,80.31,80.11,78.83,79.7
76.7,80.3,80.11,78.84,79.71
76.7,80.29,80.12,78.85,79.72
76.71,80.29,80.12,78.85,79.72
76.71,80.27,80.13,78.85,79.73
76.71,80.25,80.14,78.86,79.74
76.71,80.23,80.15,78.86,79.75
76.72,80.22,80.16,78.87,79.76
76.72,80.2,80.17,78.88,79.77
76.71,80.19,80.17,78.88,79.78
76.71,80.2,80.18,78.88,79.78
76.71,80.23,80.18,78.88,79.79
76.71,80.25,80.18,78.89,79.8
76.72,80.28,80.19,78.89,79.8
76.72,80.31,80.19,78.9,79.82
76.73,80.33,80.2,78.91,79.84
76.73,80.34,80.2,78.91,79.85
76.74,80.36,80.2,78.91,79.86
76.74,80.37,80.21,78.91,79.87
76.74,80.38,80.21,78.92,79.87
76.74,80.39,80.22,78.93,79.86
76.74,80.4,80.21,78.93,79.87
76.75,80.41,80.21,78.94,79.87
76.76,80.42,80.22,78.94,79.87
76.76,80.43,80.23,78.95,79.87
76.76,80.43,80.24,78.95,79.87
76.76,80.44,80.24,78.95,79.87
76.75,80.44,80.25,78.95,79.88
76.75,80.44,80.25,78.96,79.88
76.76,80.44,80.26,78.96,79.88
76.75,80.45,80.27,78.96,79.88
76.75,80.47,80.28,78.96,79.88
76.75,80.48,80.29,78.96,79.89
76.75,80.48,80.3,78.96,79.89
76.76,80.48,80.3,78.96,79.89
76.76,80.48,80.31,78.96,79.9
76.76,80.48,80.32,78.96,79.9
76.76,80.48,80.32,78.96,79.91
76.77,80.48,80.32,78.96,79.91
76.78,80.48,80.32,78.97,79.91
76.78,80.47,80.32,78.98,79.9
76.79,80.47,80.32,78.98,79.91
76.8,80.46,80.33,78.99,79.91
76.8,80.46,80.33,78.99,79.91
76.8,80.46,80.33,78.99,79.89
76.8,80.46,80.34,79,79.88
76.8,80.46,80.34,79,79.89
76.79,80.46,80.35,79.01,79.9
76.79,80.46,80.35,79,79.9
76.8,80.46,80.36,78.97,79.91
76.8,80.46,80.37,78.94,79.92
76.8,80.46,80.38,78.93,79.92
76.81,80.46,80.39,78.92,79.93
76.81,80.47,80.4,78.92,79.95
76.82,80.48,80.41,78.93,79.96
76.82,80.49,80.42,78.94,79.96
76.82,80.49,80.43,78.94,79.96
76.83,80.49,80.43,78.95,79.97
76.83,80.49,80.43,78.96,79.98
76.83,80.5,80.44,78.96,79.99
76.84,80.5,80.45,78.97,80
76.84,80.49,80.45,78.97,80
76.84,80.49,80.45,78.97,80
76.85,80.49,80.46,78.98,80
76.85,80.5,80.46,78.98,80
76.85,80.5,80.46,78.98,80.01
76.85,80.49,80.47,78.99,80.01
76.86,80.49,80.47,78.98,80.01
76.86,80.48,80.47,78.98,80.01
76.86,80.48,80.49,78.98,80.01
76.85,80.49,80.5,78.99,80.02
76.84,80.49,80.51,78.99,80.02
76.83,80.49,80.51,79,80.02
76.82,80.49,80.52,79.01,80.03
76.81,80.5,80.53,79.01,80.04
76.8,80.5,80.54,79.02,80.05
76.79,80.5,80.54,79.03,80.06
76.79,80.5,80.55,79.03,80.06
76.79,80.5,80.55,79.04,80.07
76.79,80.5,80.56,79.05,80.08
76.79,80.5,80.57,79.06,80.08
76.8,80.51,80.57,79.07,80.08
76.81,80.51,80.57,79.08,80.09
76.82,80.51,80.58,79.09,80.08
76.82,80.5,80.58,79.1,80.08
76.83,80.49,80.59,79.11,80.08
76.81,80.49,80.59,79.12,80.08
76.78,80.48,80.6,79.12,80.07
76.73,80.47,80.6,79.13,80.07
76.68,80.47,80.6,79.14,80.06
76.64,80.46,80.6,79.15,80.06
76.58,80.47,80.61,79.15,80.06
76.51,80.47,80.62,79.16,80.06
76.49,80.47,80.62,79.16,80.06
76.49,80.47,80.62,79.17,80.06
76.5,80.47,80.62,79.18,80.06
76.5,80.48,80.62,79.18,80.05
76.5,80.48,80.62,79.18,80.05
76.49,80.47,80.62,79.18,80.05
76.48,80.45,80.62,79.18,80.06
76.47,80.44,80.62,79.18,80.07
76.46,80.42,80.63,79.19,80.07
76.45,80.42,80.63,79.19,80.08
76.45,80.42,80.64,79.2,80.09
76.44,80.42,80.64,79.21,80.09
76.44,80.42,80.64,79.22,80.09
76.44,80.42,80.65,79.22,80.09
76.44,80.41,80.65,79.22,80.09
76.44,80.35,80.64,79.23,80.09
76.44,80.28,80.65,79.23,80.09
76.43,80.2,80.65,79.24,80.09
76.43,80.11,80.65,79.24,80.1
