Pitch,Roll,,,,
-2.1,6.24,105.28,,,
-2.11,7.12,105.32,,,
-2.11,7.99,105.37,,,
-2.11,8.85,105.43,,,
-2.12,9.71,105.49,,,
-2.11,10.56,105.55,,,
-2.12,11.4,105.59,,,
-2.13,12.25,105.67,,,
-2.14,13.1,105.74,,,
-2.15,13.96,105.82,,,
-2.16,14.8,105.9,,,
-2.15,15.63,106.02,,,
-2.15,16.46,106.12,,,
-2.15,17.28,106.2,,,
-2.15,18.08,106.26,,,
-2.17,18.89,106.32,,,
-2.18,19.68,106.37,,,
-2.2,20.46,106.42,,,
-2.2,21.23,106.46,,,
-2.2,22.01,106.48,,,
-2.23,22.78,106.49,,,
-2.26,23.54,106.48,,,
-2.3,24.31,106.46,,,
-2.33,25.07,106.43,,,
-2.35,25.84,106.41,,,
-2.35,26.6,106.37,,,
-2.36,27.38,106.32,,,
-2.37,28.14,106.3,,,
-2.37,28.9,106.27,,,
-2.4,29.68,106.23,,,
-2.41,30.45,106.18,,,
-2.42,31.2,106.15,,,
-2.45,31.96,106.11,,,
-2.46,32.69,106.07,,,
-2.49,33.41,106.03,,,
-2.51,34.12,106,,,
-2.55,34.82,105.95,,,
-2.58,35.54,105.87,,,
-2.6,36.26,105.79,,,
-2.63,36.99,105.71,,,
-2.67,37.73,105.62,,,
-2.72,38.47,105.52,,,
-2.76,39.2,105.41,,,
-2.82,39.94,105.28,,,
-2.86,40.67,105.16,,,
-2.91,41.41,105.01,,,
-2.96,42.15,104.86,,,
-3,42.87,104.7,,,
-3.04,41.71,104.55,,,
-3.09,40.56,104.39,,,
-3.14,39.42,104.23,,,
-3.17,38.3,104.08,,,
-3.22,37.18,103.94,,,
-3.27,36.07,103.79,,,
-3.31,34.96,103.66,,,
-3.37,33.85,103.5,,,
-3.41,32.76,103.36,,,
-3.45,31.69,103.21,,,
-3.49,30.62,103.06,,,
-3.54,29.59,102.9,,,
-3.58,28.56,102.75,,,
-3.63,27.53,102.6,,,
-3.67,26.5,102.47,,,
-3.71,25.48,102.33,,,
-3.75,24.47,102.2,,,
-3.8,23.44,102.07,,,
-3.84,22.43,101.94,,,
-3.89,21.42,101.82,,,
-3.94,20.42,101.68,,,
-3.99,19.39,101.53,,,
-4.04,18.38,101.37,,,
-4.08,17.39,101.19,,,
-4.11,16.4,101,,,
-4.16,15.44,100.8,,,
-4.19,14.47,100.61,,,
-4.24,13.49,100.42,,,
-4.26,12.49,100.23,,,
-4.28,11.53,100.03,,,
-4.3,10.57,99.82,,,
-4.32,9.6,99.62,,,
-4.33,8.64,99.42,,,
-4.34,7.66,99.21,,,
-4.34,6.68,99,,,
-4.36,7.6,98.78,,,
-4.38,8.5,98.55,,,
-4.39,9.41,98.28,,,
-4.41,10.31,98.01,,,
-4.42,9.31,97.72,,,
-4.43,8.31,97.42,,,
-4.46,9.23,97.11,,,
-4.49,8.24,96.79,,,
-4.52,7.26,96.47,,,
-4.56,6.28,96.15,,,
-4.57,5.35,95.82,,,
-4.61,4.41,95.5,,,
-4.65,3.48,95.17,,,
-4.66,2.57,94.86,,,
-4.67,1.65,94.55,,,
-4.69,0.74,94.27,,,
-4.73,-0.17,93.97,,,
-4.75,-1.1,93.69,,,
-4.74,-2.02,93.41,,,
-4.74,-2.94,93.13,,,
-4.72,-3.86,92.85,,,
-4.73,-2.87,92.57,,,
-4.7,-1.89,92.28,,,
-4.71,-2.83,91.98,,,
-4.72,-3.75,91.69,,,
-4.74,-4.67,91.39,,,
-4.7,-3.67,91.11,,,
-4.71,-4.58,90.8,,,
-4.71,-5.48,90.51,,,
-4.71,-6.38,90.21,,,
-4.7,-7.26,89.92,,,
-4.73,-8.14,89.63,,,
-4.72,-9.02,89.36,,,
-4.7,-9.88,89.1,,,
-4.69,-10.73,88.86,,,
-4.69,-11.57,88.64,,,
-4.69,-12.42,88.47,,,
-4.67,-13.26,88.3,,,
-4.65,-14.1,88.15,,,
-4.61,-14.94,88.02,,,
-4.58,-15.78,87.93,,,
-4.55,-16.62,87.85,,,
-4.52,-17.44,87.77,,,
-4.52,-18.26,87.69,,,
-4.49,-19.09,87.64,,,
-4.44,-19.94,87.57,,,
-4.44,-20.77,87.52,,,
-4.4,-21.61,87.48,,,
-4.37,-22.43,87.43,,,
-4.35,-23.23,87.38,,,
-4.33,-24.03,87.33,,,
-4.31,-24.81,87.28,,,
-4.28,-25.6,87.24,,,
-4.26,-26.37,87.21,,,
-4.22,-27.15,87.2,,,
-4.18,-27.92,87.19,,,
-4.15,-28.67,87.2,,,
-4.13,-29.4,87.21,,,
-4.11,-30.12,87.23,,,
-4.08,-30.85,87.26,,,
-4.05,-31.56,87.32,,,
-4,-32.27,87.4,,,
-3.92,-32.99,87.5,,,
-3.85,-33.69,87.61,,,
-3.78,-34.4,87.74,,,
-3.72,-35.1,87.89,,,
-3.64,-35.81,88.07,,,
-3.58,-36.52,88.28,,,
-3.52,-37.22,88.5,,,
-3.45,-37.92,88.73,,,
-3.39,-38.62,88.99,,,
-3.34,-39.32,89.26,,,
-3.28,-40.03,89.54,,,
-3.21,-40.78,89.85,,,
-3.16,-39.61,90.15,,,
-3.09,-38.45,90.44,,,
-3.05,-39.2,90.71,,,
-3,-38.03,90.96,,,
-2.97,-38.77,91.22,,,
-2.94,-39.52,91.46,,,
-2.91,-40.22,91.71,,,
-2.91,-40.9,91.96,,,
-2.9,-41.53,92.22,,,
-2.9,-42.17,92.51,,,
-2.91,-42.83,92.82,,,
-2.91,-43.47,93.14,,,
-2.93,-44.12,93.46,,,
-2.97,-44.79,93.84,,,
-2.99,-43.6,94.23,,,
-3.02,-42.48,94.61,,,
-3.06,-41.4,94.94,,,
-3.09,-40.33,95.23,,,
-3.12,-39.26,95.46,,,
-3.16,-38.2,95.66,,,
-3.19,-37.12,95.81,,,
-3.22,-36.03,95.95,,,
-3.25,-34.94,96.06,,,
-3.28,-33.84,96.14,,,
-3.31,-32.73,96.22,,,
-3.35,-31.6,96.29,,,
-3.38,-32.37,96.36,,,
-3.42,-33.12,96.44,,,
-3.44,-33.85,96.55,,,
-3.47,-34.56,96.64,,,
-3.51,-35.27,96.76,,,
-3.53,-35.98,96.92,,,
-3.55,-36.69,97.1,,,
-3.58,-37.38,97.29,,,
-3.6,-38.08,97.52,,,
-3.63,-38.81,97.79,,,
-3.66,-39.55,98.08,,,
-3.7,-38.39,98.35,,,
-3.73,-37.27,98.61,,,
-3.76,-36.15,98.93,,,
-3.78,-35.04,99.24,,,
-3.81,-33.93,99.52,,,
-3.82,-32.84,99.81,,,
-3.84,-31.74,100.07,,,
-3.85,-30.63,100.33,,,
-3.86,-29.52,100.58,,,
-3.87,-28.42,100.85,,,
-3.86,-27.34,101.12,,,
-3.87,-26.26,101.4,,,
-3.88,-25.17,101.68,,,
-3.87,-24.1,101.96,,,
-3.88,-23.03,102.26,,,
-3.88,-21.99,102.55,,,
-3.89,-20.95,102.83,,,
-3.9,-19.93,103.11,,,
-3.9,-18.93,103.37,,,
-3.9,-17.92,103.61,,,
-3.89,-16.94,103.85,,,
-3.89,-15.95,104.1,,,
-3.88,-14.98,104.36,,,
-3.87,-14.02,104.6,,,
-3.87,-13.06,104.81,,,
-3.85,-12.1,105,,,
-3.85,-11.15,105.19,,,
-3.84,-10.2,105.37,,,
-3.82,-9.24,105.54,,,
-3.82,-8.29,105.69,,,
-3.81,-7.35,105.81,,,
-3.81,-6.41,105.91,,,
-3.82,-5.47,106.02,,,
-3.81,-4.54,106.11,,,
-3.79,-3.6,106.22,,,
-3.79,-2.67,106.32,,,
-3.78,-1.74,106.4,,,
-3.77,-0.81,106.48,,,
-3.75,0.12,106.55,,,
-3.73,1.03,106.63,,,
-3.71,1.95,106.68,,,
-3.71,2.86,106.74,,,
-3.69,3.77,106.8,,,
-3.68,4.67,106.88,,,
-3.67,5.56,106.93,,,
-3.66,6.45,106.98,,,
-3.65,7.33,107.02,,,
-3.65,8.21,107.06,,,
-3.65,9.07,107.11,,,
-3.64,9.95,107.16,,,
-3.62,10.82,107.18,,,
-3.61,11.69,107.18,,,
-3.6,12.55,107.21,,,
-3.59,13.42,107.23,,,
-3.58,14.28,107.24,,,
-3.57,15.13,107.26,,,
-3.56,16.01,107.26,,,
-3.54,16.87,107.26,,,
-3.53,17.73,107.26,,,
-3.51,18.59,107.27,,,
-3.48,17.54,107.29,,,
-3.46,18.41,107.32,,,
-3.44,19.27,107.33,,,
-3.42,18.22,107.34,,,
-3.4,19.07,107.35,,,
-3.39,19.94,107.37,,,
-3.36,20.79,107.37,,,
-3.34,21.65,107.37,,,
-3.31,22.49,107.37,,,
-3.3,23.31,107.36,,,
-3.29,24.14,107.37,,,
-3.27,24.98,107.37,,,
-3.25,25.79,107.37,,,
-3.25,26.6,107.37,,,
-3.23,25.52,107.36,,,
-3.22,26.32,107.36,,,
-3.19,27.12,107.33,,,
-3.17,27.92,107.28,,,
-3.16,28.7,107.23,,,
-3.14,29.5,107.18,,,
-3.12,30.28,107.11,,,
-3.09,31.08,107.03,,,
-3.07,31.86,106.94,,,
-3.04,30.75,106.85,,,
-3.02,29.65,106.75,,,
-2.99,28.56,106.66,,,
-2.97,27.48,106.57,,,
-2.95,26.4,106.49,,,
-2.93,25.37,106.42,,,
-2.91,24.29,106.35,,,
-2.89,23.22,106.29,,,
-2.87,22.15,106.22,,,
-2.84,23,106.15,,,
-2.82,21.93,106.08,,,
-2.79,20.88,106.01,,,
-2.76,19.82,105.94,,,
-2.73,18.77,105.89,,,
-2.69,17.73,105.83,,,
-2.66,18.59,105.73,,,
-2.62,17.55,105.64,,,
-2.58,16.51,105.55,,,
-2.54,15.48,105.47,,,
-2.5,16.36,105.37,,,
-2.47,15.32,105.26,,,
-2.43,16.21,105.16,,,
-2.4,17.08,105.05,,,
-2.37,17.93,104.92,,,
-2.34,18.77,104.79,,,
-2.31,19.62,104.62,,,
-2.28,20.48,104.46,,,
-2.26,19.44,104.29,,,
-2.24,18.39,104.12,,,
-2.23,17.36,103.94,,,
-2.21,16.34,103.76,,,
-2.19,17.22,103.58,,,
-2.18,16.19,103.4,,,
-2.17,15.18,103.24,,,
-2.16,14.18,103.09,,,
-2.14,13.19,102.93,,,
-2.13,12.19,102.77,,,
-2.12,11.22,102.63,,,
-2.11,10.24,102.48,,,
-2.1,9.28,102.34,,,
-2.09,8.31,102.21,,,
-2.07,7.35,102.08,,,
-2.05,6.38,101.94,,,
-2.04,5.43,101.81,,,
-2.03,4.49,101.69,,,
-2.03,3.56,101.59,,,
-2.03,2.63,101.48,,,
-2.03,1.7,101.38,,,
-2.04,0.78,101.29,,,
-2.04,-0.14,101.2,,,
-2.03,-1.07,101.12,,,
-2.03,-1.98,101.05,,,
-2.05,-2.88,100.98,,,
-2.05,-3.78,100.92,,,
-2.06,-4.67,100.87,,,
-2.07,-5.55,100.84,,,
-2.07,-6.43,100.8,,,
-2.08,-7.3,100.78,,,
-2.09,-8.18,100.75,,,
-2.12,-9.06,100.73,,,
-2.14,-9.93,100.72,,,
-2.15,-10.79,100.69,,,
-2.17,-11.65,100.65,,,
-2.19,-12.51,100.6,,,
-2.22,-13.35,100.55,,,
-2.24,-14.18,100.52,,,
-2.26,-15.01,100.48,,,
-2.29,-15.84,100.43,,,
-2.3,-16.65,100.38,,,
-2.33,-17.47,100.35,,,
-2.34,-18.29,100.33,,,
-2.36,-19.11,100.31,,,
-2.38,-19.93,100.29,,,
-2.41,-20.76,100.27,,,
-2.42,-21.58,100.25,,,
-2.42,-22.4,100.25,,,
-2.43,-23.21,100.25,,,
-2.42,-24.02,100.23,,,
-2.41,-24.82,100.21,,,
-2.43,-25.62,100.19,,,
-2.44,-26.43,100.17,,,
-2.47,-27.23,100.15,,,
-2.49,-28.04,100.12,,,
-2.5,-28.84,100.09,,,
-2.51,-29.63,100.05,,,
-2.52,-30.41,100.02,,,
-2.55,-31.18,99.98,,,
-2.55,-31.94,99.95,,,
-2.55,-32.69,99.92,,,
-2.56,-33.43,99.9,,,
-2.57,-34.18,99.89,,,
-2.57,-34.91,99.88,,,
-2.59,-35.65,99.88,,,
-2.6,-36.38,99.89,,,
-2.6,-37.1,99.91,,,
-2.62,-37.83,99.92,,,
-2.63,-38.55,99.96,,,
-2.64,-39.27,99.98,,,
-2.66,-39.97,100.02,,,
-2.68,-40.68,100.08,,,
-2.7,-41.41,100.15,,,
-2.72,-42.14,100.23,,,
-2.73,-40.95,100.31,,,
-2.75,-39.8,100.39,,,
-2.78,-38.65,100.46,,,
-2.81,-37.5,100.52,,,
-2.82,-36.35,100.58,,,
-2.83,-35.21,100.64,,,
-2.85,-34.07,100.7,,,
-2.86,-32.93,100.75,,,
-2.88,-31.8,100.8,,,
-2.89,-32.58,100.86,,,
-2.9,-33.35,100.92,,,
-2.9,-34.11,100.99,,,
-2.91,-32.98,101.05,,,
-2.91,-31.84,101.12,,,
-2.91,-30.71,101.19,,,
-2.91,-31.49,101.26,,,
-2.92,-32.26,101.31,,,
-2.94,-33,101.37,,,
-2.96,-33.74,101.46,,,
-2.98,-34.47,101.57,,,
-2.99,-35.22,101.69,,,
-3.02,-34.08,101.84,,,
-3.04,-32.95,101.98,,,
-3.06,-31.83,102.11,,,
-3.07,-30.71,102.25,,,
-3.09,-29.59,102.36,,,
-3.09,-28.48,102.49,,,
-3.11,-27.38,102.61,,,
-3.12,-26.28,102.73,,,
-3.13,-25.21,102.84,,,
-3.14,-24.14,102.93,,,
-3.17,-23.06,103.03,,,
-3.18,-21.98,103.12,,,
-3.2,-20.92,103.2,,,
-3.23,-19.87,103.29,,,
-3.25,-18.82,103.37,,,
-3.28,-17.77,103.45,,,
-3.31,-16.72,103.52,,,
-3.35,-17.57,103.58,,,
-3.38,-18.41,103.64,,,
-3.43,-19.25,103.71,,,
-3.46,-20.07,103.79,,,
-3.5,-20.88,103.85,,,
-3.54,-21.67,103.93,,,
-3.57,-22.46,104.03,,,
-3.6,-23.24,104.15,,,
-3.62,-24.02,104.28,,,
-3.64,-24.82,104.45,,,
-3.67,-25.61,104.61,,,
-3.71,-26.41,104.78,,,
-3.75,-25.32,104.95,,,
-3.75,-24.25,105.11,,,
-3.78,-23.18,105.25,,,
-3.8,-22.13,105.39,,,
-3.83,-21.07,105.51,,,
-3.85,-20.01,105.65,,,
-3.87,-18.96,105.77,,,
-3.92,-19.81,105.9,,,
-3.94,-20.65,106.03,,,
-3.97,-21.48,106.16,,,
-4.01,-22.29,106.3,,,
-4.04,-23.09,106.42,,,
-4.06,-23.88,106.57,,,
-4.07,-24.68,106.75,,,
-4.09,-25.47,106.93,,,
-4.1,-26.26,107.16,,,
-4.11,-27.06,107.4,,,
-4.12,-27.86,107.67,,,
-4.13,-28.66,107.94,,,
-4.13,-29.46,108.22,,,
-4.13,-28.35,108.51,,,
-4.13,-27.26,108.81,,,
-4.13,-26.19,109.1,,,
-4.12,-25.15,109.39,,,
-4.1,-24.11,109.65,,,
-4.09,-23.09,109.91,,,
-4.07,-22.07,110.15,,,
-4.06,-21.05,110.34,,,
-4.04,-20.04,110.51,,,
-4.02,-19.02,110.67,,,
-4,-18.02,110.81,,,
-3.97,-17.01,110.94,,,
-3.95,-16.01,111.07,,,
-3.93,-15,111.19,,,
-3.9,-14,111.29,,,
-3.88,-13,111.39,,,
-3.86,-12,111.48,,,
-3.84,-11.01,111.58,,,
-3.81,-10.03,111.67,,,
-3.78,-9.04,111.76,,,
-3.74,-8.07,111.86,,,
-3.68,-7.11,111.95,,,
-3.63,-6.16,112.02,,,
-3.57,-5.22,112.1,,,
-3.52,-4.28,112.17,,,
-3.48,-3.35,112.23,,,
-3.42,-2.43,112.29,,,
-3.37,-1.51,112.33,,,
-3.33,-0.6,112.38,,,
-3.28,0.33,112.43,,,
-3.23,1.24,112.48,,,
-3.19,2.16,112.5,,,
-3.15,3.07,112.51,,,
-3.11,3.98,112.54,,,
-3.09,4.88,112.56,,,
-3.05,5.78,112.57,,,
-3.02,6.67,112.58,,,
-3,7.57,112.57,,,
-2.97,8.46,112.58,,,
-2.95,9.34,112.58,,,
-2.94,10.21,112.57,,,
-2.93,11.08,112.56,,,
-2.92,11.95,112.54,,,
-2.9,12.82,112.49,,,
-2.9,13.67,112.44,,,
-2.9,14.49,112.38,,,
-2.9,15.32,112.3,,,
-2.9,16.13,112.21,,,
-2.91,16.95,112.1,,,
-2.9,17.77,111.98,,,
-2.9,18.62,111.85,,,
-2.89,19.47,111.7,,,
-2.88,20.31,111.56,,,
-2.87,21.15,111.4,,,
-2.85,21.98,111.23,,,
-2.83,22.83,111.06,,,
-2.81,21.76,110.9,,,
-2.79,22.6,110.75,,,
-2.77,21.55,110.61,,,
-2.75,20.52,110.5,,,
-2.73,19.49,110.41,,,
-2.71,18.46,110.34,,,
-2.68,17.45,110.28,,,
-2.66,18.32,110.22,,,
-2.64,19.18,110.18,,,
-2.62,20.03,110.13,,,
-2.61,20.84,110.08,,,
-2.59,21.65,109.99,,,
-2.58,22.43,109.89,,,
-2.56,23.23,109.77,,,
-2.55,24.04,109.62,,,
-2.52,24.87,109.45,,,
-2.5,25.7,109.27,,,
-2.48,24.64,109.09,,,
-2.46,23.6,108.9,,,
-2.44,22.58,108.7,,,
-2.43,21.59,108.5,,,
-2.41,20.62,108.31,,,
-2.4,19.65,108.14,,,
-2.38,18.71,107.99,,,
-2.36,17.78,107.84,,,
-2.33,16.84,107.71,,,
-2.31,15.9,107.58,,,
-2.27,14.96,107.47,,,
-2.25,14.03,107.38,,,
-2.21,13.08,107.29,,,
-2.18,12.16,107.18,,,
-2.15,11.22,107.08,,,
-2.13,10.29,106.99,,,
-2.11,9.36,106.89,,,
-2.1,8.44,106.8,,,
-2.09,7.51,106.73,,,
-2.08,6.59,106.65,,,
-2.08,5.67,106.55,,,
-2.09,4.76,106.46,,,
-2.1,3.86,106.38,,,
-2.1,2.98,106.3,,,
-2.09,2.11,106.23,,,
-2.07,1.24,106.18,,,
-2.06,0.38,106.13,,,
-2.04,-0.46,106.11,,,
-2.03,-1.31,106.11,,,
-2,-2.14,106.14,,,
-1.98,-2.99,106.2,,,
-1.96,-3.83,106.28,,,
-1.93,-4.66,106.37,,,
-1.91,-5.49,106.49,,,
-1.89,-6.35,106.62,,,
-1.88,-7.21,106.76,,,
-1.86,-8.08,106.92,,,
-1.83,-8.95,107.06,,,
-1.81,-9.84,107.21,,,
-1.79,-10.73,107.37,,,
-1.78,-11.62,107.54,,,
-1.76,-12.5,107.72,,,
-1.76,-13.38,107.87,,,
-1.74,-12.36,108.02,,,
-1.72,-11.37,108.17,,,
-1.71,-10.4,108.31,,,
-1.69,-9.47,108.42,,,
-1.67,-8.54,108.52,,,
-1.64,-7.62,108.61,,,
-1.63,-6.71,108.66,,,
-1.63,-5.81,108.68,,,
-1.62,-4.9,108.69,,,
-1.62,-3.99,108.66,,,
-1.61,-3.06,108.62,,,
-1.6,-2.13,108.56,,,
-1.6,-1.2,108.49,,,
-1.6,-0.27,108.41,,,
-1.6,0.67,108.35,,,
-1.6,1.58,108.29,,,
-1.6,2.49,108.24,,,
-1.59,3.4,108.18,,,
-1.59,4.3,108.14,,,
-1.6,5.2,108.1,,,
-1.59,6.08,108.08,,,
-1.59,6.95,108.05,,,
-1.59,7.81,108.03,,,
-1.6,8.66,108.01,,,
-1.62,9.52,108,,,
-1.63,10.37,107.99,,,
-1.65,11.23,107.99,,,
-1.65,12.1,107.98,,,
-1.65,12.95,107.97,,,
-1.65,13.8,107.97,,,
-1.66,14.66,107.99,,,
-1.67,15.53,108.01,,,
-1.66,16.37,108.04,,,
-1.67,17.22,108.07,,,
-1.66,18.05,108.12,,,
-1.66,18.87,108.18,,,
-1.66,19.68,108.24,,,
-1.64,20.48,108.29,,,
-1.65,21.29,108.34,,,
-1.66,22.1,108.39,,,
-1.65,22.93,108.43,,,
-1.64,23.73,108.47,,,
-1.65,24.55,108.51,,,
-1.64,25.35,108.56,,,
-1.64,26.14,108.6,,,
-1.66,26.93,108.66,,,
-1.69,27.71,108.7,,,
-1.69,28.5,108.74,,,
-1.72,29.3,108.76,,,
-1.73,30.1,108.8,,,
-1.74,30.89,108.83,,,
-1.75,31.67,108.86,,,
-1.76,32.42,108.91,,,
-1.8,33.15,108.95,,,
-1.84,33.88,108.98,,,
-1.87,34.6,108.99,,,
-1.92,35.32,109,,,
-1.96,36.02,109,,,
-1.99,36.72,108.98,,,
-2.04,37.42,108.95,,,
-2.06,38.13,108.9,,,
-2.1,38.84,108.84,,,
-2.13,39.55,108.76,,,
-2.17,40.26,108.66,,,
-2.18,40.97,108.55,,,
-2.22,41.71,108.42,,,
-2.25,42.44,108.3,,,
-2.28,43.19,108.16,,,
-2.31,43.93,108.02,,,
-2.35,42.77,107.88,,,
-2.38,43.5,107.75,,,
-2.43,44.23,107.62,,,
-2.45,44.97,107.48,,,
-2.49,45.7,107.35,,,
-2.52,44.52,107.24,,,
-2.55,45.24,107.13,,,
-2.58,45.94,107.02,,,
-2.6,46.64,106.89,,,
-2.63,47.34,106.76,,,
-2.67,48.02,106.63,,,
-2.7,48.7,106.48,,,
-2.74,49.39,106.33,,,
-2.78,50.08,106.17,,,
-2.84,50.77,106,,,
-2.9,49.56,105.82,,,
-2.96,48.35,105.64,,,
-3.04,47.19,105.45,,,
-3.12,46.05,105.28,,,
-3.19,44.92,105.12,,,
-3.26,43.79,104.96,,,
-3.33,42.66,104.81,,,
-3.4,41.54,104.67,,,
-3.47,40.42,104.54,,,
-3.53,39.31,104.41,,,
-3.6,38.19,104.29,,,
-3.66,37.09,104.15,,,
-3.71,36,104.01,,,
-3.77,34.9,103.87,,,
-3.82,33.8,103.74,,,
-3.87,32.68,103.61,,,
-3.91,31.6,103.47,,,
-3.97,30.49,103.32,,,
-4.01,31.29,103.16,,,
-4.03,30.2,102.99,,,
-4.06,29.09,102.81,,,
-4.08,28.01,102.63,,,
-4.09,26.96,102.44,,,
-4.12,25.91,102.25,,,
-4.15,24.87,102.08,,,
-4.17,23.84,101.91,,,
-4.19,22.81,101.74,,,
-4.21,21.78,101.58,,,
-4.25,20.74,101.42,,,
-4.29,19.68,101.25,,,
-4.32,18.63,101.08,,,
-4.38,19.48,100.89,,,
-4.42,18.42,100.68,,,
-4.45,17.39,100.45,,,
-4.48,16.36,100.22,,,
-4.49,15.35,99.97,,,
-4.53,14.36,99.71,,,
-4.53,13.38,99.47,,,
-4.55,12.42,99.23,,,
-4.55,11.46,99.01,,,
-4.56,10.52,98.8,,,
-4.55,9.58,98.62,,,
-4.54,8.63,98.46,,,
-4.52,7.7,98.31,,,
-4.5,6.77,98.17,,,
-4.47,5.83,98.05,,,
-4.46,4.9,97.94,,,
-4.43,3.97,97.86,,,
-4.39,3.05,97.77,,,
-4.35,2.13,97.71,,,
-4.34,1.22,97.67,,,
-4.33,0.29,97.64,,,
-4.32,-0.63,97.6,,,
-4.28,-1.54,97.58,,,
-4.25,-2.44,97.54,,,
-4.24,-3.34,97.54,,,
-4.19,-4.24,97.53,,,
-4.19,-5.12,97.52,,,
-4.17,-5.98,97.53,,,
-4.15,-6.83,97.56,,,
-4.12,-7.68,97.59,,,
-4.08,-8.52,97.65,,,
-4.05,-9.35,97.7,,,
-4.02,-10.16,97.79,,,
-3.98,-10.99,97.88,,,
-3.95,-11.83,98.01,,,
-3.9,-12.67,98.14,,,
-3.86,-13.51,98.27,,,
-3.83,-14.33,98.42,,,
-3.81,-15.12,98.58,,,
-3.77,-15.92,98.77,,,
-3.73,-16.74,98.96,,,
-3.68,-17.55,99.15,,,
-3.64,-18.37,99.34,,,
-3.61,-19.17,99.55,,,
-3.57,-19.99,99.76,,,
-3.53,-20.81,99.97,,,
-3.52,-21.59,100.2,,,
-3.49,-22.37,100.44,,,
-3.46,-23.13,100.69,,,
-3.44,-23.87,100.97,,,
-3.42,-24.6,101.24,,,
-3.41,-25.34,101.53,,,
-3.41,-26.07,101.86,,,
-3.4,-26.8,102.21,,,
-3.42,-27.52,102.58,,,
-3.45,-28.24,102.96,,,
-3.47,-29.01,103.37,,,
-3.51,-29.8,103.79,,,
-3.52,-28.7,104.21,,,
-3.55,-27.61,104.61,,,
-3.57,-26.53,105.01,,,
-3.59,-25.47,105.38,,,
-3.61,-24.42,105.74,,,
-3.63,-23.4,106.09,,,
-3.65,-22.37,106.43,,,
-3.66,-21.36,106.74,,,
-3.67,-20.36,107.03,,,
-3.7,-19.35,107.29,,,
-3.7,-18.37,107.53,,,
-3.72,-17.37,107.73,,,
-3.72,-16.38,107.9,,,
-3.72,-15.39,108.06,,,
-3.71,-14.42,108.21,,,
-3.73,-13.43,108.36,,,
-3.74,-12.43,108.5,,,
-3.73,-11.45,108.64,,,
-3.73,-10.47,108.78,,,
-3.72,-9.51,108.91,,,
-3.71,-8.57,109.05,,,
-3.7,-7.64,109.17,,,
-3.71,-6.71,109.3,,,
-3.69,-5.79,109.41,,,
-3.69,-4.87,109.51,,,
-3.68,-3.94,109.6,,,
-3.68,-3.02,109.67,,,
-3.69,-2.08,109.74,,,
-3.69,-1.15,109.8,,,
-3.69,-0.23,109.86,,,
-3.67,0.69,109.91,,,
-3.67,1.6,109.97,,,
-3.66,2.5,110.05,,,
-3.66,3.4,110.11,,,
-3.65,4.3,110.14,,,
-3.64,5.19,110.18,,,
-3.63,6.07,110.23,,,
-3.61,6.95,110.27,,,
-3.61,7.82,110.31,,,
-3.6,8.69,110.33,,,
-3.58,9.55,110.37,,,
-3.56,10.41,110.41,,,
-3.54,11.28,110.44,,,
-3.53,12.13,110.47,,,
-3.51,12.97,110.48,,,
-3.5,13.82,110.5,,,
-3.49,14.66,110.5,,,
-3.48,15.49,110.48,,,
-3.48,16.31,110.48,,,
-3.47,17.13,110.48,,,
-3.47,17.94,110.47,,,
-3.46,18.75,110.45,,,
-3.46,19.55,110.41,,,
-3.46,20.37,110.36,,,
-3.45,21.18,110.32,,,
-3.47,21.98,110.29,,,
-3.47,22.79,110.22,,,
-3.46,23.59,110.16,,,
-3.46,24.38,110.09,,,
-3.45,25.19,110.02,,,
-3.45,25.99,109.94,,,
-3.44,26.78,109.86,,,
-3.42,27.58,109.79,,,
-3.4,28.38,109.72,,,
-3.37,29.16,109.65,,,
-3.34,29.92,109.57,,,
-3.32,30.67,109.49,,,
-3.29,31.41,109.4,,,
-3.26,32.14,109.27,,,
-3.23,32.86,109.13,,,
-3.21,33.62,108.97,,,
-3.18,34.37,108.8,,,
-3.14,35.12,108.62,,,
-3.11,35.89,108.43,,,
-3.07,36.64,108.22,,,
-3.04,37.41,108,,,
-3,38.18,107.82,,,
-2.97,37.04,107.63,,,
-2.93,35.92,107.44,,,
-2.89,34.82,107.27,,,
-2.85,33.73,107.1,,,
-2.81,32.63,106.94,,,
-2.75,33.43,106.78,,,
-2.72,32.31,106.63,,,
-2.68,31.2,106.49,,,
-2.62,30.11,106.36,,,
-2.57,30.93,106.23,,,
-2.54,31.71,106.09,,,
-2.49,32.49,105.93,,,
-2.46,33.24,105.78,,,
-2.43,33.99,105.6,,,
-2.42,32.86,105.42,,,
-2.38,33.63,105.21,,,
-2.38,32.5,104.99,,,
-2.36,31.-2.33,30.32,104.53,,
-2.33,29.23,104.33,,,
-2.31,28.18,104.13,,,
-2.3,27.15,103.89,,,
-2.28,26.14,103.67,,,
-2.25,25.13,103.48,,,
-2.22,24.12,103.3,,,
-2.2,23.14,103.14,,,
-2.19,22.15,102.99,,,
-2.19,21.18,102.85,,,
-2.18,20.21,102.73,,,
-2.16,19.24,102.63,,,
-2.14,18.28,102.53,,,
-2.12,17.33,102.43,,,
-2.1,16.38,102.34,,,
-2.09,15.44,102.28,,,
-2.08,14.5,102.24,,,
-2.08,13.56,102.24,,,
-2.07,12.63,102.24,,,
-2.06,11.72,102.28,,,
