Pitch,Roll,,,,
-3.54,19.05,121.39,,,
-3.55,19.89,121.42,,,
-3.55,20.72,121.45,,,
-3.55,21.56,121.49,,,
-3.57,22.38,121.52,,,
-3.57,23.19,121.55,,,
-3.57,24,121.58,,,
-3.56,24.81,121.59,,,
-3.56,25.6,121.61,,,
-3.56,26.4,121.64,,,
-3.56,27.18,121.66,,,
-3.57,27.96,121.67,,,
-3.57,28.73,121.66,,,
-3.56,29.5,121.66,,,
-3.56,30.27,121.66,,,
-3.56,31.03,121.63,,,
-3.55,31.8,121.61,,,
-3.55,32.56,121.58,,,
-3.54,33.34,121.56,,,
-3.53,34.09,121.53,,,
-3.52,34.84,121.49,,,
-3.52,35.59,121.47,,,
-3.52,36.34,121.44,,,
-3.51,37.08,121.42,,,
-3.5,37.83,121.39,,,
-3.49,38.57,121.38,,,
-3.5,39.3,121.36,,,
-3.48,40.05,121.33,,,
-3.48,40.78,121.29,,,
-3.48,41.5,121.27,,,
-3.47,42.22,121.24,,,
-3.46,42.95,121.22,,,
-3.48,43.64,121.2,,,
-3.46,44.34,121.19,,,
-3.46,45.04,121.16,,,
-3.45,45.74,121.14,,,
-3.45,46.41,121.11,,,
-3.44,47.09,121.06,,,
-3.43,47.75,121,,,
-3.42,48.43,120.94,,,
-3.41,49.09,120.87,,,
-3.39,49.74,120.79,,,
-3.37,50.4,120.7,,,
-3.35,51.05,120.6,,,
-3.33,51.71,120.49,,,
-3.31,52.35,120.38,,,
-3.28,52.99,120.26,,,
-3.24,53.64,120.12,,,
-3.21,54.3,119.98,,,
-3.16,54.96,119.85,,,
-3.14,55.61,119.71,,,
-3.1,56.27,119.56,,,
-3.07,56.93,119.42,,,
-3.03,57.59,119.27,,,
-3,58.24,119.13,,,
-2.96,58.89,118.98,,,
-2.93,59.51,118.84,,,
-2.9,60.15,118.69,,,
-2.87,60.76,118.55,,,
-2.85,61.37,118.39,,,
-2.82,61.98,118.24,,,
-2.79,62.62,118.07,,,
-2.75,61.35,117.9,,,
-2.72,62,117.72,,,
-2.69,62.61,117.54,,,
-2.65,63.23,117.36,,,
-2.6,63.85,117.17,,,
-2.56,62.57,116.96,,,
-2.52,61.31,116.74,,,
-2.47,60.1,116.52,,,
-2.42,58.88,116.31,,,
-2.36,57.67,116.09,,,
-2.3,56.44,115.87,,,
-2.24,55.25,115.66,,,
-2.18,54.04,115.45,,,
-2.13,52.85,115.25,,,
-2.1,51.66,115.05,,,
-2.06,50.47,114.86,,,
-2.03,49.29,114.68,,,
-2.01,48.13,114.5,,,
-1.99,46.95,114.34,,,
-1.97,45.78,114.17,,,
-1.96,44.6,114,,,
-1.95,43.44,113.84,,,
-1.94,42.3,113.67,,,
-1.93,41.17,113.51,,,
-1.92,40.04,113.37,,,
-1.91,38.93,113.21,,,
-1.9,37.83,113.05,,,
-1.9,36.74,112.9,,,
-1.89,35.68,112.76,,,
-1.87,34.64,112.63,,,
-1.89,33.64,112.51,,,
-1.89,32.65,112.45,,,
-1.9,31.67,112.41,,,
-1.89,30.69,112.42,,,
-1.9,29.7,112.46,,,
-1.9,28.7,112.52,,,
-1.9,27.69,112.6,,,
-1.91,26.65,112.71,,,
-1.92,25.6,112.82,,,
-1.93,24.53,112.93,,,
-1.96,23.45,113.02,,,
-1.99,22.37,113.11,,,
-2.01,21.31,113.19,,,
-2.05,20.24,113.23,,,
-2.07,19.21,113.25,,,
-2.11,18.18,113.25,,,
-2.13,17.18,113.25,,,
-2.14,16.18,113.24,,,
-2.15,15.21,113.22,,,
-2.15,14.24,113.2,,,
-2.14,13.3,113.2,,,
-2.14,12.37,113.19,,,
-2.15,11.46,113.2,,,
-2.14,10.55,113.23,,,
-2.12,9.65,113.28,,,
-2.1,8.74,113.36,,,
-2.09,7.83,113.47,,,
-2.08,6.91,113.62,,,
-2.08,5.97,113.77,,,
-2.07,5.03,113.94,,,
-2.06,4.09,114.12,,,
-2.04,3.12,114.32,,,
-2.03,4.05,114.5,,,
-2.01,4.97,114.66,,,
-2,5.87,114.79,,,
-1.97,6.78,114.88,,,
-1.95,7.67,114.95,,,
-1.93,8.57,115,,,
-1.92,9.46,115.03,,,
-1.88,10.36,115.06,,,
-1.87,11.27,115.07,,,
-1.85,12.16,115.08,,,
-1.84,11.15,115.07,,,
-1.81,10.15,115-1.78,9.16,115.08,
-1.74,8.19,115.09,,,
-1.7,7.24,115.11,,,
-1.67,6.27,115.14,,,
-1.62,7.2,115.19,,,
-1.57,8.09,115.26,,,
-1.54,8.96,115.32,,,
-1.51,9.8,115.42,,,
-1.47,10.65,115.5,,,
-1.45,11.48,115.57,,,
-1.44,12.31,115.62,,,
-1.43,13.13,115.67,,,
-1.42,13.96,115.7,,,
-1.4,14.79,115.7,,,
-1.4,15.63,115.69,,,
-1.4,16.46,115.67,,,
-1.4,17.31,115.64,,,
-1.38,18.18,115.63,,,
-1.36,19.05,115.62,,,
-1.37,19.91,115.62,,,
-1.37,20.75,115.62,,,
-1.36,21.59,115.61,,,
-1.36,22.41,115.61,,,
-1.37,23.23,115.62,,,
-1.37,24.04,115.64,,,
-1.39,24.84,115.66,,,
-1.41,25.63,115.69,,,
-1.42,26.4,115.71,,,
-1.43,27.17,115.72,,,
-1.46,27.93,115.76,,,
-1.48,28.69,115.79,,,
-1.5,29.46,115.79,,,
-1.52,30.22,115.79,,,
-1.52,30.98,115.8,,,
-1.54,31.74,115.8,,,
-1.56,32.49,115.79,,,
-1.57,33.23,115.78,,,
-1.59,33.98,115.77,,,
-1.61,34.7,115.76,,,
-1.64,35.44,115.73,,,
-1.66,36.17,115.7,,,
-1.69,36.91,115.68,,,
-1.71,37.63,115.66,,,
-1.73,38.35,115.67,,,
-1.75,39.07,115.68,,,
-1.78,39.77,115.7,,,
-1.82,40.48,115.73,,,
-1.85,41.19,115.76,,,
-1.88,41.88,115.81,,,
-1.92,42.57,115.84,,,
-1.95,43.23,115.86,,,
-1.99,43.88,115.88,,,
-2.02,44.53,115.87,,,
-2.07,45.18,115.87,,,
-2.13,45.84,115.86,,,
-2.18,46.5,115.86,,,
-2.24,47.16,115.86,,,
-2.3,47.82,115.82,,,
-2.35,48.48,115.78,,,
-2.38,49.11,115.74,,,
-2.42,49.77,115.71,,,
-2.47,50.43,115.68,,,
-2.51,51.1,115.65,,,
-2.55,51.75,115.63,,,
-2.6,52.42,115.62,,,
-2.64,53.08,115.6,,,
-2.68,53.72,115.58,,,
-2.7,54.34,115.57,,,
-2.72,54.97,115.58,,,
-2.75,55.62,115.58,,,
-2.77,56.24,115.59,,,
-2.79,56.87,115.58,,,
-2.82,57.47,115.57,,,
-2.86,58.06,115.56,,,
-2.9,58.65,115.52,,,
-2.94,59.24,115.46,,,
-2.99,59.86,115.38,,,
-3.05,60.49,115.29,,,
-3.09,61.13,115.2,,,
-3.14,61.77,115.1,,,
-3.19,62.41,115,,,
-3.25,63.05,114.89,,,
-3.3,61.79,114.79,,,
-3.34,60.53,114.68,,,
-3.37,59.27,114.57,,,
-3.41,58.05,114.44,,,
-3.46,56.81,114.33,,,
-3.5,55.58,114.22,,,
-3.54,54.37,114.12,,,
-3.57,53.16,114,,,
-3.61,51.97,113.89,,,
-3.66,50.77,113.75,,,
-3.7,51.45,113.62,,,
-3.75,52.13,113.46,,,
-3.79,50.91,113.29,,,
-3.85,49.72,113.09,,,
-3.88,48.54,112.85,,,
-3.92,47.39,112.62,,,
-3.96,46.27,112.39,,,
-4,45.15,112.15,,,
-4.04,44.03,111.91,,,
-4.07,42.94,111.66,,,
-4.1,41.84,111.42,,,
-4.13,40.74,111.18,,,
-4.16,39.64,110.94,,,
-4.19,38.57,110.69,,,
-4.22,37.49,110.44,,,
-4.24,36.43,110.2,,,
-4.27,35.37,109.98,,,
-4.29,34.3,109.74,,,
-4.31,33.24,109.51,,,
-4.31,32.17,109.27,,,
-4.34,31.1,109.03,,,
-4.36,30,108.78,,,
-4.38,28.91,108.51,,,
-4.4,27.83,108.21,,,
-4.42,26.75,107.91,,,
-4.42,25.69,107.59,,,
-4.44,24.65,107.24,,,
-4.44,23.62,106.92,,,
-4.43,22.6,106.6,,,
-4.4,21.62,106.26,,,
-4.4,20.63,105.96,,,
-4.4,19.64,105.67,,,
-4.37,18.65,105.4,,,
-4.37,17.66,105.13,,,
-4.36,16.66,104.89,,,
-4.36,15.66,104.65,,,
-4.37,14.66,104.41,,,
-4.33,13.66,104.16,,,
-4.32,12.68,103.93,,,
-4.33,11.71,103.7,,,
-4.33,10.73,103.47,,,
-4.31,9.77,103.26,,,
-4.3,8.83,103.05,,,
-4.29,7.91,102.87,,,
-4.27,7,102.72,,,
-4.29,6.1,102.61,,,
-4.28,5.17,102.52,,,
-4.28,4.25,102.46,,,
-4.24,3.29,102.44,,,
-4.23,2.32,102.42,,,
-4.21,3.26,102.43,,,
-4.18,4.15,102.41,,,
-4.14,5.04,102.38,,,
-4.1,5.91,102.34,,,
-4.1,6.78,102.26,,,
-4.11,7.66,102.14,,,
-4.08,8.57,102.01,,,
-4.05,9.46,101.86,,,
-4.01,10.35,101.72,,,
-3.98,11.25,101.56,,,
-3.96,12.16,101.4,,,
-3.95,11.16,101.23,,,
-3.95,10.18,101.07,,,
-3.92,9.21,100.9,,,
-3.92,8.26,100.74,,,
-3.92,7.32,100.6,,,
-3.91,6.37,100.48,,,
-3.91,5.41,100.36,,,
-3.9,4.48,100.27,,,
-3.88,3.51,100.19,,,
-3.88,4.45,100.12,,,
-3.86,5.37,100.05,,,
-3.84,6.28,99.99,,,
-3.83,7.19,99.91,,,
-3.83,8.08,99.83,,,
-3.82,8.97,99.76,,,
-3.82,7.98,99.66,,,
-3.83,7.01,99.57,,,
-3.83,6.03,99.44,,,
-3.84,5.09,99.32,,,
-3.85,4.16,99.21,,,
-3.86,3.24,99.12,,,
-3.85,2.3,99.02,,,
-3.84,1.36,98.95,,,
-3.84,0.45,98.88,,,
-3.84,-0.45,98.81,,,
-3.82,-1.35,98.76,,,
-3.81,-2.26,98.71,,,
-3.82,-3.15,98.67,,,
-3.81,-4.02,98.63,,,
-3.79,-4.89,98.61,,,
-3.8,-5.75,98.62,,,
-3.77,-6.62,98.65,,,
-3.77,-7.45,98.72,,,
-3.76,-8.28,98.79,,,
-3.74,-9.11,98.87,,,
-3.72,-9.94,98.97,,,
-3.7,-10.79,99.09,,,
-3.69,-11.64,99.22,,,
-3.68,-12.51,99.34,,,
-3.67,-13.39,99.45,,,
-3.68,-14.25,99.56,,,
-3.7,-15.11,99.67,,,
-3.72,-15.94,99.76,,,
-3.71,-16.77,99.86,,,
-3.7,-17.59,99.95,,,
-3.71,-18.38,100.06,,,
-3.72,-19.15,100.16,,,
-3.73,-19.9,100.29,,,
-3.72,-20.62,100.42,,,
-3.71,-21.33,100.6,,,
-3.7,-22.04,100.81,,,
-3.68,-22.77,101.05,,,
-3.65,-23.51,101.33,,,
-3.64,-24.27,101.64,,,
-3.62,-25.03,101.97,,,
-3.59,-25.81,102.31,,,
-3.58,-26.59,102.66,,,
-3.57,-27.38,103.01,,,
-3.56,-28.17,103.36,,,
-3.56,-28.97,103.73,,,
-3.56,-29.76,104.09,,,
-3.56,-28.68,104.46,,,
-3.56,-27.62,104.8,,,
-3.56,-26.56,105.11,,,
-3.56,-25.5,105.39,,,
-3.54,-24.42,105.66,,,
-3.54,-23.35,105.95,,,
-3.51,-24.17,106.24,,,
-3.5,-24.99,106.53,,,
-3.49,-23.92,106.82,,,
-3.47,-22.86,107.11,,,
-3.44,-21.78,107.4,,,
-3.42,-20.72,107.69,,,
-3.4,-19.69,108,,,
-3.39,-18.66,108.3,,,
-3.37,-17.66,108.63,,,
-3.37,-16.64,108.95,,,
-3.37,-15.66,109.28,,,
-3.38,-14.67,109.61,,,
-3.38,-13.7,109.93,,,
-3.39,-12.76,110.24,,,
-3.41,-11.84,110.54,,,
-3.42,-10.93,110.83,,,
-3.43,-10.03,111.09,,,
-3.44,-9.12,111.33,,,
-3.46,-8.19,111.53,,,
-3.47,-7.26,111.72,,,
-3.47,-6.35,111.9,,,
-3.48,-5.43,112.07,,,
-3.49,-4.53,112.24,,,
-3.5,-3.62,112.41,,,
-3.51,-2.72,112.56,,,
-3.52,-1.82,112.69,,,
-3.54,-0.92,112.82,,,
-3.56,-0.03,112.95,,,
-3.57,0.87,113.08,,,
-3.59,1.76,113.23,,,
-3.61,2.65,113.36,,,
-3.61,3.52,113.5,,,
-3.62,4.39,113.65,,,
-3.63,5.25,113.79,,,
-3.64,6.11,113.91,,,
-3.67,6.96,114.02,,,
-3.7,7.82,114.12,,,
-3.73,8.68,114.2,,,
-3.75,9.56,114.29,,,
-3.78,10.45,114.39,,,
-3.82,11.32,114.48,,,
-3.84,12.2,114.57,,,
-3.85,13.07,114.65,,,
-3.88,13.94,114.74,,,
-3.9,14.8,114.81,,,
-3.94,15.66,114.87,,,
-3.97,16.51,114.94,,,
-4.01,17.36,115,,,
-4.02,18.2,115.07,,,
-4.07,19.04,115.13,,,
-4.1,19.87,115.19,,,
-4.12,20.68,115.25,,,
-4.15,21.49,115.3,,,
-4.16,22.3,115.34,,,
-4.17,23.1,115.37,,,
-4.18,23.9,115.4,,,
-4.18,24.7,115.42,,,
-4.18,25.49,115.44,,,
-4.18,26.28,115.46,,,
-4.17,27.07,115.51,,,
-4.16,27.85,115.55,,,
-4.14,28.62,115.56,,,
-4.12,29.39,115.58,,,
-4.09,30.15,115.61,,,
-4.05,30.9,115.64,,,
-4.02,31.66,115.68,,,
-3.99,32.4,115.72,,,
-3.97,33.12,115.75,,,
-3.94,33.85,115.76,,,
-3.91,34.56,115.75,,,
-3.88,35.26,115.74,,,
-3.86,35.96,115.72,,,
-3.83,36.64,115.67,,,
-3.82,37.32,115.6,,,
-3.81,37.99,115.49,,,
-3.79,38.68,115.37,,,
-3.78,39.38,115.24,,,
-3.75,40.08,115.1,,,
-3.71,40.8,114.95,,,
-3.68,41.52,114.8,,,
-3.64,42.23,114.64,,,
-3.6,41.07,114.48,,,
-3.53,41.83,114.33,,,
-3.48,42.58,114.19,,,
-3.42,43.33,114.05,,,
-3.36,42.18,113.9,,,
-3.29,42.93,113.76,,,
-3.23,43.67,113.64,,,
-3.17,44.4,113.51,,,
-3.13,45.12,113.39,,,
-3.09,45.81,113.24,,,
-3.07,46.47,113.1,,,
-3.05,47.14,112.94,,,
-3.04,47.82,112.77,,,
-3.02,48.5,112.58,,,
-2.99,49.2,112.39,,,
-2.96,48.01,112.2,,,
-2.94,46.82,112.01,,,
-2.91,45.65,111.83,,,
-2.88,44.47,111.65,,,
-2.85,43.29,111.45,,,
-2.82,42.13,111.22,,,
-2.78,42.86,111.01,,,
-2.76,41.7,110.8,,,
-2.73,40.56,110.59,,,
-2.7,39.43,110.38,,,
-2.68,38.33,110.17,,,
-2.65,37.23,109.99,,,
-2.62,36.11,109.8,,,
-2.59,35,109.62,,,
-2.55,33.91,109.44,,,
-2.52,32.82,109.26,,,
-2.48,31.72,109.1,,,
-2.46,30.66,108.93,,,
-2.43,29.6,108.76,,,
-2.4,28.54,108.59,,,
-2.37,27.49,108.42,,,
-2.35,26.44,108.25,,,
-2.33,25.42,108.11,,,
-2.3,24.4,107.97,,,
-2.29,23.37,107.84,,,
-2.29,22.38,107.74,,,
-2.27,21.37,107.66,,,
-2.26,20.35,107.57,,,
-2.24,19.36,107.49,,,
-2.24,18.38,107.43,,,
-2.24,17.43,107.36,,,
-2.21,16.46,107.32,,,
-2.22,15.51,107.28,,,
-2.2,14.56,107.26,,,
-2.2,13.61,107.24,,,
-2.2,12.67,107.22,,,
-2.19,11.72,107.21,,,
-2.18,10.78,107.2,,,
-2.18,9.85,107.19,,,
-2.16,8.93,107.18,,,
-2.16,8.01,107.18,,,
-2.17,7.09,107.2,,,
-2.17,6.17,107.21,,,
-2.15,5.24,107.22,,,
-2.15,4.3,107.24,,,
-2.13,3.37,107.27,,,
-2.11,2.45,107.28,,,
-2.11,1.53,107.28,,,
-2.11,0.63,107.28,,,
-2.1,-0.27,107.27,,,
-2.09,-1.16,107.27,,,
-2.09,-2.06,107.26,,,
-2.08,-2.93,107.26,,,
-2.09,-3.81,107.27,,,
-2.1,-4.67,107.27,,,
-2.11,-5.53,107.29,,,
-2.11,-6.37,107.33,,,
-2.11,-7.21,107.36,,,
-2.11,-8.04,107.41,,,
-2.11,-8.88,107.48,,,
-2.12,-9.71,107.54,,,
-2.14,-10.53,107.62,,,
-2.15,-11.37,107.72,,,
-2.16,-12.21,107.85,,,
-2.16,-13.04,107.97,,,
-2.15,-13.88,108.1,,,
-2.15,-14.71,108.24,,,
-2.13,-15.57,108.38,,,
-2.13,-16.44,108.52,,,
-2.11,-17.29,108.66,,,
-2.09,-18.13,108.79,,,
-2.08,-18.98,108.91,,,
-2.07,-19.82,109.03,,,
-2.06,-20.68,109.14,,,
-2.06,-21.52,109.23,,,
-2.04,-22.33,109.32,,,
-2.03,-23.14,109.4,,,
-2.04,-23.92,109.47,,,
-2.01,-24.72,109.56,,,
-1.97,-25.48,109.65,,,
-1.96,-26.28,109.76,,,
-1.94,-27.07,109.87,,,
-1.92,-27.85,109.98,,,
-1.89,-26.74,110.1,,,
-1.88,-27.53,110.22,,,
-1.87,-28.34,110.34,,,
-1.86,-27.22,110.47,,,
-1.84,-26.12,110.6,,,
-1.83,-25.03,110.73,,,
-1.82,-23.97,110.86,,,
-1.8,-22.92,110.98,,,
-1.79,-21.87,111.09,,,
-1.78,-20.82,111.2,,,
-1.78,-19.79,111.29,,,
-1.77,-18.78,111.38,,,
-1.76,-17.78,111.44,,,
-1.75,-16.8,111.5,,,
-1.75,-15.82,111.53,,,
-1.74,-14.84,111.55,,,
-1.74,-13.85,111.56,,,
-1.74,-12.88,111.57,,,
-1.74,-11.92,111.56,,,
-1.76,-10.96,111.55,,,
-1.76,-10,111.54,,,
-1.76,-9.06,111.53,,,
-1.75,-8.12,111.5,,,
-1.74,-7.17,111.46,,,
-1.75,-6.24,111.44,,,
-1.75,-5.3,111.42,,,
-1.76,-4.37,111.4,,,
-1.78,-3.45,111.39,,,
-1.79,-2.53,111.37,,,
-1.8,-1.61,111.38,,,
-1.83,-0.7,111.38,,,
-1.87,0.2,111.37,,,
-1.91,1.09,111.38,,,
-1.96,1.97,111.37,,,
-1.99,2.85,111.35,,,
-2.04,3.74,111.32,,,
-2.09,4.64,111.31,,,
-2.12,5.54,111.3,,,
-2.16,6.44,111.29,,,
-2.19,7.34,111.29,,,
-2.23,8.24,111.29,,,
-2.26,9.13,111.29,,,
-2.27,10.01,111.31,,,
-2.27,10.9,111.33,,,
-2.27,11.77,111.37,,,
-2.27,12.63,111.42,,,
-2.3,13.5,111.48,,,
-2.3,14.33,111.55,,,
-2.32,15.15,111.65,,,
-2.34,15.96,111.73,,,
-2.35,16.77,111.79,,,
-2.37,17.55,111.85,,,
-2.4,18.35,111.91,,,
-2.41,19.12,111.96,,,
-2.45,19.89,111.98,,,
-2.49,20.66,111.99,,,
-2.52,21.44,112,,,
-2.55,22.24,112,,,
-2.58,23.04,112.01,,,
-2.62,23.85,112.02,,,
-2.64,24.67,112.02,,,
-2.66,25.48,112.03,,,
-2.67,26.27,112.06,,,
-2.66,27.03,112.1,,,
-2.67,27.81,112.13,,,
-2.67,28.57,112.16,,,
-2.67,29.33,112.17,,,
-2.7,30.07,112.17,,,
-2.73,30.81,112.17,,,
-2.74,31.52,112.13,,,
-2.78,32.24,112.09,,,
-2.8,32.98,112.01,,,
-2.83,33.73,111.91,,,
-2.87,34.51,111.8,,,
-2.93,33.39,111.68,,,
-2.97,32.27,111.58,,,
-3.01,31.17,111.46,,,
-3.06,30.07,111.34,,,
-3.1,28.99,111.21,,,
-3.15,27.94,111.09,,,
-3.2,26.9,110.97,,,
-3.24,25.89,110.88,,,
-3.29,24.88,110.79,,,
-3.35,23.88,110.74,,,
-3.38,22.87,110.69,,,
-3.43,21.86,110.65,,,
-3.48,20.85,110.61,,,
-3.52,19.85,110.57,,,
-3.57,18.84,110.53,,,
-3.62,17.83,110.5,,,
-3.66,16.81,110.46,,,
-3.71,15.79,110.41,,,
-3.75,14.77,110.35,,,
-3.79,13.74,110.27,,,
-3.82,12.75,110.17,,,
-3.86,11.79,110.05,,,
-3.9,10.85,109.91,,,
-3.94,9.89,109.77,,,
-3.97,8.96,109.64,,,
-4.01,8.02,109.51,,,
-4.04,7.09,109.37,,,
-4.07,6.18,109.23,,,
-4.1,5.26,109.08,,,
-4.13,4.35,108.95,,,
-4.16,3.43,108.8,,,
-4.18,2.54,108.66,,,
-4.2,1.64,108.52,,,
-4.23,0.73,108.39,,,
-4.25,-0.17,108.26,,,
-4.26,-1.08,108.14,,,
-4.28,-2,108.03,,,
-4.27,-2.91,107.91,,,
-4.25,-3.82,107.8,,,
-4.25,-4.72,107.69,,,
-4.26,-5.65,107.57,,,
-4.28,-4.67,107.45,,,
-4.28,-5.59,107.32,,,
-4.3,-4.6,107.19,,,
-4.33,-5.51,107.06,,,
-4.35,-6.4,106.9,,,
-4.36,-7.29,106.73,,,
-4.4,-8.17,106.56,,,
-4.43,-9.03,106.38,,,
-4.46,-9.9,106.22,,,
-4.48,-10.76,106.05,,,
-4.47,-11.6,105.87,,,
-4.45,-12.45,105.72,,,
-4.44,-13.31,105.58,,,
-4.46,-14.17,105.44,,,
-4.44,-15.02,105.3,,,
-4.4,-15.87,105.18,,,
-4.37,-16.73,105.07,,,
-4.33,-15.68,104.95,,,
-4.33,-16.55,104.85,,,
-4.29,-15.51,104.75,,,
-4.27,-14.48,104.65,,,
-4.25,-13.45,104.53,,,
-4.24,-12.43,104.42,,,
-4.21,-11.4,104.31,,,
-4.18,-12.28,104.17,,,
-4.17,-13.15,104.03,,,
-4.18,-14,103.9,,,
-4.15,-14.83,103.77,,,
-4.15,-15.66,103.65,,,
-4.12,-16.48,103.54,,,
-4.09,-17.29,103.43,,,
-4.05,-18.1,103.35,,,
-4.03,-18.91,103.27,,,
-4,-19.73,103.21,,,
-3.95,-20.56,103.18,,,
-3.92,-21.38,103.15,,,
-3.9,-22.19,103.11,,,
-3.89,-23,103.1,,,
-3.86,-23.8,103.11,,,
-3.84,-24.6,103.09,,,
-3.81,-25.39,103.11,,,
-3.77,-26.19,103.11,,,
-3.74,-26.99,103.11,,,
-3.7,-27.79,103.11,,,
-3.67,-28.58,103.1,,,
-3.62,-29.36,103.07,,,
-3.59,-30.12,103.05,,,
-3.54,-30.87,103.03,,,
-3.49,-31.62,103.01,,,
-3.45,-32.36,102.99,,,
-3.41,-33.1,102.99,,,
-3.36,-33.83,102.99,,,
-3.31,-34.55,103,,,
-3.27,-35.23,103,,,
-3.24,-35.89,103.04,,,
-3.21,-36.55,103.11,,,
-3.18,-37.21,103.23,,,
-3.15,-37.85,103.37,,,
-3.13,-38.49,103.54,,,
-3.1,-39.14,103.74,,,
-3.07,-39.78,103.99,,,
-3.05,-40.43,104.24,,,
-3.04,-41.11,104.49,,,
-3.01,-41.78,104.74,,,
-2.99,-42.47,105.02,,,
-2.97,-43.16,105.31,,,
-2.95,-43.85,105.62,,,
-2.92,-44.55,105.91,,,
-2.9,-45.24,106.19,,,
-2.88,-45.92,106.45,,,
-2.86,-46.6,106.71,,,
-2.87,-47.3,106.96,,,
-2.86,-47.99,107.18,,,
-2.86,-48.68,107.39,,,
-2.86,-49.35,107.58,,,
-2.86,-50.02,107.75,,,
-2.87,-50.68,107.92,,,
-2.87,-51.34,108.09,,,
-2.88,-50.12,108.25,,,
-2.89,-50.79,108.41,,,
-2.9,-51.46,108.57,,,
-2.9,-52.13,108.74,,,
-2.9,-52.78,108.91,,,
-2.93,-53.43,109.09,,,
-2.95,-54.08,109.28,,,
-2.97,-54.73,109.45,,,
-3,-55.39,109.65,,,
-3.03,-56.04,109.86,,,
-3.05,-56.68,110.06,,,
-3.08,-55.42,110.26,,,
-3.11,-54.17,110.47,,,
-3.15,-52.93,110.67,,,
-3.18,-53.6,110.86,,,
-3.21,-54.27,111.06,,,
-3.22,-54.93,111.26,,,
-3.25,-55.59,111.46,,,
-3.3,-56.24,111.65,,,
-3.32,-56.88,111.85,,,
-3.36,-55.62,112.07,,,
-3.38,-54.39,112.3,,,
-3.41,-53.14,112.52,,,
-3.43,-51.9,112.73,,,
-3.46,-52.57,112.95,,,
-3.48,-51.34,113.17,,,
-3.5,-50.13,113.4,,,
-3.54,-48.94,113.63,,,
-3.55,-47.76,113.86,,,
-3.57,-46.59,114.09,,,
-3.6,-45.44,114.3,,,
-3.63,-44.3,114.51,,,
-3.65,-43.18,114.71,,,
-3.67,-42.05,114.92,,,
-3.7,-40.93,115.09,,,
-3.71,-39.8,115.25,,,
-3.72,-38.68,115.42,,,
-3.72,-37.57,115.59,,,
-3.72,-36.48,115.75,,,
-3.71,-35.4,115.89,,,
-3.71,-34.32,116.04,,,
-3.7,-33.25,116.19,,,
-3.69,-32.17,116.32,,,
-3.69,-31.1,116.43,,,
-3.67,-30.04,116.57,,,
-3.67,-28.98,116.7,,,
-3.64,-27.95,116.82,,,
-3.62,-26.91,116.93,,,
-3.61,-25.86,117.04,,,
-3.58,-24.82,117.14,,,
-3.55,-23.8,117.24,,,
-3.53,-22.78,117.34,,,
-3.51,-21.77,117.42,,,
-3.5,-20.75,117.5,,,
-3.48,-19.74,117.56,,,
-3.48,-18.73,117.61,,,
-3.46,-17.72,117.68,,,
-3.44,-16.7,117.75,,,
-3.42,-15.7,117.83,,,
-3.4,-14.69,117.9,,,
-3.39,-13.68,117.97,,,
-3.38,-12.69,118.03,,,
-3.38,-11.69,118.1,,,
-3.39,-10.71,118.18,,,
-3.39,-9.74,118.25,,,
-3.41,-8.77,118.3,,,
-3.41,-7.81,118.36,,,
-3.43,-6.86,118.41,,,
-3.43,-5.92,118.43,,,
-3.44,-4.97,118.44,,,
-3.48,-4.04,118.45,,,
-3.5,-3.09,118.44,,,
-3.53,-2.15,118.42,,,
-3.55,-1.21,118.41,,,
-3.57,-0.28,118.37,,,
-3.59,0.66,118.34,,,
-3.6,1.6,118.29,,,
-3.61,2.53,118.25,,,
-3.62,3.47,118.21,,,
-3.61,4.4,118.18,,,
-3.61,5.3,118.15,,,
-3.6,6.21,118.11,,,
-3.59,7.1,118.09,,,
-3.58,7.98,118.07,,,
-3.57,8.86,118.04,,,
-3.57,9.72,118,,,
-3.56,10.58,117.97,,,
-3.53,11.44,117.93,,,
-3.51,12.29,117.88,,,
-3.49,13.13,117.81,,,
-3.49,13.96,117.73,,,
-3.46,14.8,117.64,,,
-3.45,15.63,117.55,,,
-3.45,16.45,117.44,,,
-3.44,17.25,117.34,,,
-3.42,18.06,117.23,,,
-3.4,18.87,117.11,,,
-3.38,19.69,116.97,,,
-3.35,20.5,116.83,,,
-3.33,21.28,116.68,,,
-3.31,22.08,116.52,,,
-3.28,22.88,116.36,,,
-3.26,23.66,116.18,,,
-3.22,24.45,116.01,,,
-3.19,25.26,115.84,,,
-3.15,26.06,115.66,,,
-3.12,26.85,115.48,,,
-3.08,27.66,115.3,,,
-3.05,28.47,115.12,,,
-3.01,29.27,114.94,,,
-2.98,30.05,114.76,,,
-2.95,30.83,114.58,,,
-2.91,31.62,114.38,,,
-2.89,32.38,114.17,,,
-2.86,33.13,113.97,,,
-2.84,33.9,113.76,,,
-2.82,34.68,113.54,,,
-2.81,35.45,113.3,,,
-2.79,36.22,113.07,,,
-2.77,36.97,112.82,,,
-2.75,37.72,112.57,,,
-2.72,38.49,112.32,,,
-2.7,39.25,112.06,,,
-2.69,38.11,111.79,,,
-2.67,37.01,111.51,,,
-2.66,35.94,111.25,,,
-2.64,34.9,111.01,,,
-2.62,33.87,110.76,,,
-2.6,32.85,110.55,,,
-2.6,31.84,110.37,,,
-2.6,30.83,110.24,,,
