0.65,-93.04,129.72,,,,
0.64,-93.04,129.72,,,,
0.64,-93.04,129.73,,,,
0.63,-93.04,129.73,,,,
0.63,-93.04,129.72,,-6.4,,-95.54
0.62,-93.04,129.71,,5.76,,-90.08
0.62,-93.04,129.71,,,,
0.61,-93.05,129.71,,,,
0.61,-93.05,129.73,,,,
0.61,-93.05,129.72,,,,
0.6,-93.05,129.72,,,,
0.59,-93.05,129.71,,,,
0.59,-93.05,129.71,,,,
0.58,-93.05,129.7,,,,
0.58,-93.06,129.71,,,,
0.57,-93.06,129.71,,,,
0.56,-93.06,129.72,,,,
0.56,-93.06,129.72,,,,
0.55,-93.06,129.71,,,,
0.55,-93.06,129.71,,,,
0.55,-93.06,129.71,,,,
0.54,-93.06,129.71,,,,
0.54,-93.06,129.71,,,,
0.54,-93.06,129.72,,,,
0.53,-93.06,129.72,,,,
0.53,-93.06,129.71,,,,
0.53,-93.06,129.72,,,,
0.52,-93.06,129.73,,,,
0.52,-93.06,129.73,,,,
0.52,-93.06,129.73,,,,
0.51,-93.06,129.72,,,,
0.51,-93.07,129.71,,,,
0.51,-93.06,129.7,,,,
0.6,-93.18,129.69,,,,
0.61,-93.24,129.7,,,,
0.62,-93.27,129.71,,,,
0.62,-93.25,129.72,,,,
0.61,-93.23,129.73,,,,
0.59,-93.21,129.73,,,,
0.58,-93.2,129.74,,,,
0.58,-93.2,129.74,,,,
0.6,-93.21,129.74,,,,
0.61,-93.24,129.75,,,,
0.64,-93.24,129.75,,,,
0.68,-93.26,129.74,,,,
0.73,-93.27,129.74,,,,
0.77,-93.29,129.73,,,,
0.82,-93.31,129.72,,,,
0.86,-93.32,129.71,,,,
0.9,-93.34,129.71,,,,
0.93,-93.35,129.71,,,,
0.96,-93.35,129.71,,,,
0.98,-93.34,129.71,,,,
1,-93.34,129.7,,,,
1.03,-93.34,129.71,,,,
1.05,-93.35,129.72,,,,
1.07,-93.34,129.72,,,,
1.08,-93.34,129.73,,,,
1.07,-93.36,129.73,,,,
1.07,-93.35,129.73,,,,
1.07,-93.36,129.74,,,,
1.07,-93.38,129.74,,,,
1.09,-93.4,129.74,,,,
1.13,-93.43,129.74,,,,
1.2,-93.45,129.75,,,,
1.26,-93.47,129.75,,,,
1.33,-93.49,129.75,,,,
1.4,-93.5,129.76,,,,
1.46,-93.5,129.77,,,,
1.51,-93.51,129.77,,,,
1.56,-93.51,129.79,,,,
1.58,-93.5,129.79,,,,
1.57,-93.5,129.79,,,,
1.55,-93.48,129.8,,,,
1.51,-93.46,129.8,,,,
1.47,-93.45,129.81,,,,
1.41,-93.43,129.82,,,,
1.35,-93.42,129.83,,,,
1.28,-93.41,129.84,,,,
1.21,-93.39,129.85,,,,
1.14,-93.37,129.86,,,,
1.07,-93.36,129.87,,,,
0.98,-93.35,129.88,,,,
0.9,-93.34,129.9,,,,
0.82,-93.33,129.92,,,,
0.73,-93.31,129.94,,,,
0.64,-93.28,129.95,,,,
0.54,-93.26,129.97,,,,
0.46,-93.25,129.98,,,,
0.36,-93.25,130,,,,
0.27,-93.26,130.01,,,,
0.18,-93.25,130.02,,,,
0.1,-93.24,130.03,,,,
0.02,-93.23,130.04,,,,
-0.05,-93.22,130.06,,,,
-0.14,-93.22,130.08,,,,
-0.23,-93.2,130.09,,,,
-0.31,-93.18,130.11,,,,
-0.38,-93.16,130.12,,,,
-0.45,-93.13,130.13,,,,
-0.51,-93.1,130.14,,,,
-0.58,-93.07,130.16,,,,
-0.66,-93.03,130.18,,,,
-0.71,-93.01,130.2,,,,
-0.76,-92.99,130.2,,,,
-0.8,-92.95,130.21,,,,
-0.83,-92.93,130.22,,,,
-0.87,-92.9,130.23,,,,
-0.89,-92.86,130.24,,,,
-0.91,-92.83,130.25,,,,
-0.91,-92.8,130.25,,,,
-0.92,-92.77,130.25,,,,
-0.9,-92.75,130.25,,,,
-0.87,-92.73,130.26,,,,
-0.83,-92.7,130.26,,,,
-0.79,-92.66,130.27,,,,
-0.74,-92.61,130.28,,,,
-0.68,-92.59,130.28,,,,
-0.62,-92.54,130.28,,,,
-0.54,-92.5,130.28,,,,
-0.47,-92.45,130.28,,,,
-0.39,-92.4,130.28,,,,
-0.3,-92.35,130.27,,,,
-0.22,-92.32,130.27,,,,
-0.13,-92.3,130.27,,,,
-0.03,-92.29,130.28,,,,
0.06,-92.26,130.27,,,,
0.15,-92.25,130.27,,,,
0.24,-92.25,130.26,,,,
0.32,-92.25,130.25,,,,
0.41,-92.25,130.24,,,,
0.47,-92.24,130.23,,,,
0.54,-92.22,130.21,,,,
0.61,-92.16,130.21,,,,
0.69,-92.11,130.21,,,,
0.77,-92.05,130.21,,,,
0.88,-91.97,130.21,,,,
1,-91.89,130.2,,,,
1.12,-91.84,130.19,,,,
1.26,-91.79,130.18,,,,
1.39,-91.75,130.17,,,,
1.53,-91.7,130.16,,,,
1.7,-91.66,130.15,,,,
1.87,-91.62,130.15,,,,
2.03,-91.6,130.14,,,,
2.2,-91.57,130.14,,,,
2.37,-91.53,130.14,,,,
2.53,-91.48,130.13,,,,
2.71,-91.47,130.13,,,,
2.91,-91.48,130.13,,,,
3.12,-91.51,130.13,,,,
3.33,-91.55,130.12,,,,
3.54,-91.6,130.11,,,,
3.73,-91.65,130.11,,,,
3.93,-91.7,130.1,,,,
4.11,-91.78,130.08,,,,
4.26,-91.86,130.07,,,,
4.42,-91.97,130.07,,,,
4.57,-92.06,130.07,,,,
4.69,-92.17,130.06,,,,
4.77,-92.29,130.05,,,,
4.83,-92.41,130.05,,,,
4.88,-92.5,130.04,,,,
4.91,-92.59,130.04,,,,
