75.46,92.07,207.88,,,,,
75.45,91.28,207.88,,,,,
75.44,90.52,207.89,,,,,
75.42,89.77,207.9,,,,,
75.41,89.04,207.92,,,,,
75.4,88.27,207.94,,,,,
75.39,87.54,207.95,,,,,
75.37,86.81,207.97,,,,,
75.35,86.13,208,,,,,
75.34,85.46,208.03,,,,,
75.31,84.82,208.05,,,,,
75.27,84.19,208.07,,,,,
75.22,83.55,208.11,,,,,
75.17,82.9,208.16,,,,,
75.13,82.28,208.22,,,,,
75.09,81.64,208.28,,,,,
75.05,80.94,208.36,,,,,
75.02,80.27,208.43,,,,,
74.99,79.58,208.5,,,,,
74.96,78.96,208.57,,,,,
74.92,78.32,208.64,,,,,
74.88,77.63,208.72,,,,,
74.85,76.96,208.78,,,,,
74.85,76.24,208.84,,,,,
74.85,75.46,208.91,,,,,
74.87,74.74,208.99,,,,,
74.89,73.99,209.06,,,,,
74.9,73.28,209.13,,,,,
74.92,72.58,209.19,,,,,
74.93,71.88,209.26,,,,,
74.95,71.21,209.33,,,,,
74.98,70.58,209.4,,,,,
75,69.98,209.47,,,,,
75.01,69.37,209.53,,,,,
75,68.81,209.58,,,,,
75,68.19,209.64,,,,,
75,67.59,209.7,,,,,
74.99,66.99,209.75,,,,,
74.98,66.42,209.81,,,,,
74.98,65.88,209.88,,,,,
74.99,65.31,209.92,,,,,
75,64.79,209.97,,,,,
75.02,64.27,210.03,,,,,
75.04,63.77,210.09,,,,,
75.07,63.35,210.16,,,,,
75.09,62.94,210.23,,,,,
75.11,62.6,210.28,,,,,
75.13,62.36,210.33,,,,,
75.15,62.14,210.36,,,,,
75.15,61.95,210.39,,,,,
75.16,61.77,210.42,,,,,
75.17,61.62,210.45,,,,,
75.17,61.53,210.47,,,,,
75.17,61.42,210.5,,,,,
75.17,61.31,210.51,,,,,
75.18,61.21,210.53,,,,,
75.17,61.11,210.55,,,,,
75.17,61.07,210.57,,,,,
75.16,61.01,210.59,,,,,
75.13,61.04,210.61,,,,,
75.1,61.09,210.64,,,,,
75.08,61.15,210.66,,,,,
75.05,61.28,210.67,,,,,
74.97,61.4,210.68,,,,,
74.93,61.53,210.67,,,,,
74.9,61.59,210.67,,,,,
74.9,61.72,210.66,,,,,
74.84,61.97,210.66,,,,,
74.78,62.15,210.66,,,,,
74.75,62.34,210.67,,,,,
74.71,62.51,210.66,,,,,
74.68,62.73,210.65,,,,,
74.64,62.99,210.64,,,,,
74.61,63.21,210.64,,,,,
74.58,63.45,210.62,,,,,
74.56,63.71,210.61,,,,,
74.52,63.95,210.62,,,,,
74.48,64.22,210.62,,,,,
74.44,64.53,210.6,,,,,
74.41,64.85,210.58,,,,,
74.36,65.15,210.56,,,,,
74.33,65.5,210.55,,,,,
74.29,65.86,210.54,,,,,
74.25,66.27,210.52,,,,,
74.21,66.67,210.49,,,,,
74.17,67.12,210.46,,,,,
74.14,67.51,210.43,,,,,
74.12,67.96,210.41,,,,,
74.09,68.39,210.38,,,,,
74.05,68.89,210.36,,,,,
74.02,69.35,210.34,,,,,
73.98,69.84,210.33,,,,,
73.94,70.35,210.31,,,,,
73.93,70.88,210.29,,,,,
73.93,71.42,210.27,,,,,
73.94,71.99,210.26,,,,,
73.95,72.58,210.25,,,,,
73.96,73.17,210.22,,,,,
73.96,73.77,210.2,,,,,
73.96,74.4,210.17,,,,,
73.96,75,210.15,,,,,
73.97,75.63,210.13,,,,,
73.98,76.29,210.1,,,,,
73.98,76.92,210.08,,,,,
73.98,77.58,210.07,,,,,
73.97,78.25,210.06,,,,,
73.96,78.93,210.04,,,,,
73.97,79.65,210.02,,,,,
73.97,80.39,210,,,,,
73.97,79.25,209.99,,,,,
73.97,78.13,209.96,,,,,
73.97,77.04,209.93,,,,,
73.97,75.95,209.92,,,,,
73.98,74.9,209.91,,,,,
73.99,73.88,209.89,,,,,
74.01,72.87,209.88,,,,,
74.01,71.84,209.88,,,,,
74.02,70.81,209.88,,,,,
74.03,69.85,209.87,,,,,
74.03,68.85,209.87,,,,,
74.03,67.89,209.87,,,,,
74.04,66.95,209.87,,,,,
74.04,66.09,209.88,,,,,
74.05,65.26,209.89,,,,,
74.06,64.5,209.9,,,,,
74.07,63.74,209.92,,,,,
74.08,63.03,209.93,,,,,
74.08,62.33,209.95,,,,,
74.08,61.65,209.97,,,,,
74.07,60.89,210,,,,,
74.07,60.1,210.02,,,,,
74.07,59.26,210.04,,,,,
74.07,58.39,210.07,,,,,
74.08,57.49,210.11,,,,,
74.09,56.58,210.15,,,,,
74.11,55.64,210.19,,,,,
74.13,54.71,210.22,,,,,
74.16,53.79,210.25,,,,,
74.19,52.88,210.31,,,,,
74.22,52.11,210.37,,,,,
74.24,51.5,210.44,,,,,
74.25,50.89,210.5,,,,,
74.27,50.29,210.55,,,,,
74.29,49.7,210.62,,,,,
74.31,49.1,210.7,,,,,
74.33,48.44,210.77,,,,,
74.36,47.76,210.83,,,,,
74.4,47.07,210.89,,,,,
74.42,46.35,210.96,,,,,
74.44,45.67,211.04,,,,,
74.48,45.03,211.1,,,,,
74.5,44.37,211.16,,,,,
74.54,43.77,211.23,,,,,
74.58,43.19,211.31,,,,,
74.61,42.64,211.39,,,,,
74.65,42.12,211.47,,,,,
74.69,41.65,211.53,,,,,
74.74,41.2,211.59,,,,,
74.8,40.73,211.64,,,,,
74.86,40.34,211.72,,,,,
74.93,40.04,211.8,,,,,
74.98,39.82,211.88,,,,,
75.04,39.56,211.97,,,,,
75.09,39.28,212.06,,,,,
75.14,39.08,212.15,,,,,
75.18,38.96,212.24,,,,,
75.22,38.86,212.34,,,,,
75.26,38.68,212.44,,,,,
75.3,38.73,212.52,,,,,
75.35,38.71,212.6,,,,,
75.4,38.69,212.68,,,,,
75.44,38.68,212.75,,,,,
75.49,38.66,212.82,,,,,
75.53,38.54,212.89,,,,,
75.57,38.44,212.97,,,,,
75.61,38.3,213.04,,,,,
75.64,38.24,213.11,,,,,
75.67,38.25,213.18,,,,,
75.69,38.21,213.24,,,,,
75.71,38.18,213.31,,,,,
75.73,38.09,213.37,,,,,
75.76,38.09,213.43,,,,,
75.77,38.1,213.51,,,,,
75.79,38.07,213.57,,,,,
75.81,38.07,213.63,,,,,
75.82,38.09,213.7,,,,,
75.84,38.07,213.77,,,,,
75.86,38.12,213.84,,,,,
75.88,38.18,213.9,,,,,
75.88,38.28,213.96,,,,,
75.89,38.41,214.02,,,,,
75.89,38.56,214.08,,,,,
75.89,38.7,214.15,,,,,
75.88,38.81,214.22,,,,,
75.88,38.95,214.28,,,,,
75.88,39.1,214.34,,,,,
75.88,39.2,214.4,,,,,
75.89,39.3,214.46,,,,,
75.89,39.43,214.52,,,,,
75.89,39.52,214.57,,,,,
75.9,39.59,214.62,,,,,
75.91,39.59,214.67,,,,,
75.91,39.65,214.73,,,,,
75.91,39.7,214.8,,,,,
75.92,39.77,214.84,,,,,
75.92,39.93,214.88,,,,,
75.94,40.08,214.93,,,,,
75.93,40.39,214.98,,,,,
75.92,40.67,215.04,,,,,
75.89,41.03,215.08,,,,,
75.87,41.28,215.13,,,,,
75.9,41.44,215.16,,,,,
75.93,41.64,215.2,,,,,
75.95,41.8,215.24,,,,,
75.96,42.02,215.25,,,,,
75.97,42.35,215.26,,,,,
75.97,42.64,215.27,,,,,
75.99,42.98,215.28,,,,,
76.01,43.25,215.29,,,,,
76.02,43.56,215.3,,,,,
76.04,43.83,215.31,,,,,
76.05,44.05,215.31,,,,,
76.07,44.38,215.31,,,,,
76.08,44.73,215.31,,,,,
76.08,45.11,215.3,,,,,
76.08,45.54,215.29,,,,,
76.08,45.99,215.27,,,,,
76.06,46.49,215.26,,,,,
76.06,47,215.23,,,,,
76.07,47.51,215.21,,,,,
76.09,47.97,215.18,,,,,
76.12,48.47,215.16,,,,,
76.15,48.99,215.14,,,,,
76.2,49.55,215.12,,,,,
76.23,50.04,215.09,,,,,
76.27,50.61,215.07,,,,,
76.3,51.15,215.04,,,,,
76.34,51.65,215.01,,,,,
76.37,52.12,214.99,,,,,
76.4,52.69,214.96,,,,,
76.43,53.21,214.92,,,,,
76.45,53.78,214.9,,,,,
76.48,54.36,214.87,,,,,
76.49,54.97,214.84,,,,,
76.5,55.53,214.81,,,,,
76.51,56.09,214.78,,,,,
76.53,56.69,214.75,,,,,
76.55,57.25,214.73,,,,,
76.59,57.88,214.7,,,,,
76.62,58.44,214.67,,,,,
76.65,59.08,214.64,,,,,
76.66,59.71,214.59,,,,,
76.69,60.31,214.55,,,,,
76.73,60.9,214.51,,,,,
76.75,61.46,214.49,,,,,
76.74,62,214.46,,,,,
76.74,62.5,214.43,,,,,
76.75,63.04,214.39,,,,,
76.76,63.59,214.36,,,,,
76.75,64.12,214.33,,,,,
76.72,64.62,214.31,,,,,
76.7,65.13,214.28,,,,,
76.69,65.65,214.24,,,,,
76.68,66.14,214.21,,,,,
76.68,66.62,214.17,,,,,
76.67,67.08,214.14,,,,,
76.66,67.55,214.11,,,,,
76.63,68.02,214.08,,,,,
76.6,68.46,214.04,,,,,
76.58,68.93,214.01,,,,,
76.54,69.36,213.97,,,,,
76.49,69.79,213.93,,,,,
76.44,70.24,213.9,,,,,
76.39,70.7,213.87,,,,,
76.34,71.16,213.83,,,,,
76.27,71.61,213.78,,,,,
76.22,72.06,213.74,,,,,
76.15,72.49,213.7,,,,,
76.07,72.94,213.66,,,,,
76,73.38,213.62,,,,,
75.92,73.84,213.59,,,,,
75.86,74.33,213.54,,,,,
75.8,74.81,213.49,,,,,
75.74,75.3,213.45,,,,,
75.68,75.81,213.4,,,,,
75.64,76.31,213.35,,,,,
75.59,76.83,213.31,,,,,
75.55,77.36,213.27,,,,,
75.52,77.87,213.24,,,,,
75.5,78.39,213.2,,,,,
75.47,78.92,213.16,,,,,
75.43,79.42,213.11,,,,,
75.41,79.96,213.07,,,,,
75.41,80.48,213.01,,,,,
75.42,80.98,212.96,,,,,
75.44,81.51,212.9,,,,,
75.45,82.02,212.86,,,,,
75.48,82.55,212.81,,,,,
75.5,83.04,212.76,,,,,
75.53,83.58,212.71,,,,,
75.56,84.09,212.68,,,,,
75.59,84.61,212.64,,,,,
75.62,85.14,212.6,,,,,
75.66,85.75,212.56,,,,,
75.71,86.36,212.52,,,,,
75.77,85.63,212.49,,,,,
75.82,84.87,212.47,,,,,
75.86,84.15,212.43,,,,,
75.9,83.44,212.4,,,,,
75.95,82.6,212.37,,,,,
75.99,81.8,212.34,,,,,
76.03,80.95,212.32,,,,,
76.07,80.06,212.31,,,,,
76.12,79.09,212.31,,,,,
76.16,77.99,212.31,,,,,
76.2,76.89,212.31,,,,,
76.23,75.9,212.32,,,,,
76.26,74.97,212.33,,,,,
76.28,74.07,212.33,,,,,
76.31,73.22,212.35,,,,,
76.32,72.38,212.36,,,,,
76.33,71.57,212.38,,,,,
76.33,70.8,212.4,,,,,
76.33,70,212.43,,,,,
76.34,69.16,212.47,,,,,
76.34,68.36,212.5,,,,,
76.34,67.56,212.52,,,,,
76.33,66.8,212.55,,,,,
76.34,66.02,212.59,,,,,
76.34,65.27,212.63,,,,,
76.34,64.5,212.67,,,,,
76.27,63.88,212.73,,,,,
76.17,63.32,212.79,,,,,
76.16,62.6,212.85,,,,,
76.18,61.59,212.91,,,,,
76.2,60.51,212.96,,,,,
76.19,59.41,213.03,,,,,
76.2,58.31,213.07,,,,,
76.2,57.26,213.12,,,,,
76.2,56.25,213.17,,,,,
76.22,55.31,213.23,,,,,
76.23,54.4,213.28,,,,,
76.25,53.51,213.34,,,,,
76.27,52.66,213.41,,,,,
76.29,51.76,213.48,,,,,
76.32,50.82,213.55,,,,,
76.36,50,213.62,,,,,
76.41,49.29,213.68,,,,,
76.46,48.68,213.73,,,,,
76.5,48.05,213.78,,,,,
76.53,47.42,213.82,,,,,
76.57,46.71,213.86,,,,,
76.6,45.92,213.93,,,,,
76.66,44.91,214,,,,,
76.69,43.84,214.06,,,,,
76.71,42.67,214.13,,,,,
76.73,43.34,214.21,,,,,
76.73,44.01,214.26,,,,,
76.73,44.66,214.3,,,,,
76.72,45.34,214.37,,,,,
76.71,46.05,214.45,,,,,
76.7,46.76,214.52,,,,,
76.71,47.47,214.6,,,,,
76.72,48.2,214.67,,,,,
76.74,48.92,214.73,,,,,
76.76,49.66,214.8,,,,,
76.8,50.4,214.87,,,,,
76.85,49.32,214.96,,,,,
76.91,48.39,215.05,,,,,
76.97,47.57,215.12,,,,,
77.03,46.86,215.2,,,,,
77.09,46.31,215.27,,,,,
77.15,45.52,215.34,,,,,
77.21,44.48,215.42,,,,,
77.25,45.14,215.5,,,,,
77.29,45.85,215.58,,,,,
77.32,46.49,215.66,,,,,
77.36,47.11,215.75,,,,,
77.4,47.78,215.83,,,,,
77.43,48.43,215.91,,,,,
77.47,49.01,215.99,,,,,
77.5,49.63,216.07,,,,,
77.54,50.27,216.15,,,,,
77.57,50.93,216.24,,,,,
77.6,51.55,216.34,,,,,
77.63,52.1,216.45,,,,,
77.68,52.65,216.55,,,,,
77.73,53.3,216.64,,,,,
77.77,52.03,216.75,,,,,
77.83,50.79,216.86,,,,,
77.87,51.42,216.97,,,,,
77.93,51.97,217.08,,,,,
77.98,52.51,217.19,,,,,
78.03,52.99,217.29,,,,,
78.07,53.46,217.4,,,,,
78.11,53.94,217.51,,,,,
78.16,54.43,217.61,,,,,
78.22,54.76,217.72,,,,,
78.26,55.36,217.82,,,,,
78.32,55.75,217.96,,,,,
78.39,54.91,218.09,,,,,
78.44,54.24,218.21,,,,,
78.49,53.61,218.33,,,,,
78.52,52.88,218.45,,,,,
78.57,52.24,218.57,,,,,
78.61,51.52,218.69,,,,,
78.66,50.78,218.8,,,,,
78.71,50.01,218.92,,,,,
78.76,49.06,219.04,,,,,
78.81,48.21,219.17,,,,,
78.86,47.5,219.3,,,,,
78.91,46.82,219.41,,,,,
78.96,46.04,219.53,,,,,
79.01,45.35,219.66,,,,,
79.07,44.68,219.8,,,,,
79.12,44.12,219.91,,,,,
79.16,43.56,220.03,,,,,
79.22,43.05,220.15,,,,,
79.26,42.48,220.27,,,,,
79.29,41.86,220.38,,,,,
79.31,41.3,220.5,,,,,
79.33,40.7,220.6,,,,,
79.36,40.16,220.7,,,,,
79.37,39.59,220.81,,,,,
79.4,39,220.91,,,,,
79.44,38.56,221,,,,,
79.49,38.14,221.09,,,,,
79.54,37.86,221.19,,,,,
79.59,37.67,221.28,,,,,
79.63,37.71,221.37,,,,,
79.67,37.95,221.45,,,,,
79.69,38.15,221.51,,,,,
79.73,38.33,221.58,,,,,
79.76,38.51,221.65,,,,,
79.78,38.71,221.7,,,,,
79.8,38.89,221.76,,,,,
79.82,39,221.82,,,,,
79.85,39.11,221.87,,,,,
79.88,39.1,221.91,,,,,
79.89,38.97,221.95,,,,,
79.91,38.96,221.99,,,,,
79.93,38.95,222.04,,,,,
79.95,38.92,222.08,,,,,
79.96,38.9,222.12,,,,,
79.98,38.91,222.17,,,,,
80,38.91,222.22,,,,,
80,39,222.26,,,,,
79.99,39.13,222.29,,,,,
79.99,39.27,222.33,,,,,
80,39.45,222.37,,,,,
79.99,39.61,222.41,,,,,
79.99,39.74,222.44,,,,,
79.98,39.88,222.49,,,,,
79.97,40.09,222.53,,,,,
79.96,40.27,222.58,,,,,
79.94,40.51,222.62,,,,,
79.92,40.75,222.67,,,,,
79.91,40.95,222.72,,,,,
79.88,41.23,222.76,,,,,
79.85,41.5,222.8,,,,,
79.85,41.74,222.83,,,,,
79.83,41.92,222.87,,,,,
79.8,42.2,222.91,,,,,
79.77,42.5,222.94,,,,,
79.75,42.78,222.99,,,,,
79.73,43.07,223.03,,,,,
79.7,43.36,223.06,,,,,
79.69,43.63,223.09,,,,,
79.68,43.84,223.12,,,,,
79.67,44.09,223.15,,,,,
79.66,44.25,223.19,,,,,
79.66,44.41,223.23,,,,,
79.67,44.52,223.26,,,,,
79.68,44.55,223.29,,,,,
79.68,44.71,223.32,,,,,
79.69,44.83,223.35,,,,,
79.69,45.06,223.38,,,,,
79.7,45.33,223.4,,,,,
79.7,45.6,223.42,,,,,
79.7,45.84,223.44,,,,,
79.7,46.14,223.45,,,,,
79.71,46.45,223.46,,,,,
79.7,46.76,223.47,,,,,
79.71,47.05,223.48,,,,,
79.73,47.26,223.48,,,,,
79.76,47.5,223.48,,,,,
79.76,47.84,223.49,,,,,
79.77,48.17,223.5,,,,,
79.78,48.29,223.51,,,,,
79.81,48.51,223.52,,,,,
