KalmanPitch,KalmanRoll
-3.62,-39.57
-3.61,-40.08
-3.58,-40.6
-3.51,-41.13
-3.45,-41.64
-3.4,-42.14
-3.36,-42.61
-3.34,-43.03
-3.33,-43.44
-3.34,-43.81
-3.37,-44.15
-3.41,-44.49
-3.46,-44.83
-3.44,-45.18
-3.43,-45.53
-3.42,-45.86
-3.4,-46.19
-3.39,-46.51
-3.38,-46.85
-3.38,-47.2
-3.38,-47.56
-3.38,-47.94
-3.36,-48.33
-3.35,-48.74
-3.35,-49.14
-3.36,-49.53
-3.36,-49.91
-3.34,-50.29
-3.34,-50.65
-3.34,-51.03
-3.32,-51.44
-3.28,-51.86
-3.21,-52.31
-3.16,-52.74
-3.13,-53.15
-3.16,-53.5
-3.22,-53.79
-3.24,-54.11
-3.25,-54.44
-3.23,-54.77
-3.19,-55.1
-3.15,-55.42
-3.11,-55.74
-3.07,-56.06
-3.04,-56.37
-3.01,-56.67
-3.01,-56.96
-3.01,-57.26
-2.99,-57.56
-2.96,-57.86
-2.94,-58.16
-2.93,-58.47
-2.92,-58.78
-2.89,-59.07
-2.88,-59.35
-2.84,-59.62
-2.77,-59.89
-2.69,-60.16
-2.62,-60.41
-2.61,-60.65
-2.64,-60.87
-2.69,-61.1
-2.73,-61.35
-2.76,-61.63
-2.77,-61.92
-2.77,-62.24
-2.77,-62.58
-2.76,-62.95
-2.73,-63.33
-2.68,-63.73
-2.63,-64.13
-2.55,-64.54
-2.52,-64.92
-2.48,-65.31
-2.49,-65.74
-2.54,-66.16
-2.55,-66.57
-2.53,-66.94
-2.51,-67.28
-2.52,-67.59
-2.53,-67.88
-2.52,-68.18
-2.5,-68.47
-2.49,-68.78
-2.48,-69.13
-2.45,-69.48
-2.4,-69.81
-2.38,-70.11
-2.39,-70.38
-2.42,-70.63
-2.45,-70.86
-2.5,-71.09
-2.54,-71.3
-2.59,-71.5
-2.63,-71.7
-2.7,-71.9
-2.76,-72.11
-2.81,-72.32
-2.87,-72.56
-2.87,-72.9
-2.83,-73.25
-2.81,-73.56
-2.81,-73.86
-2.81,-74.15
-2.81,-74.43
-2.81,-74.71
-2.82,-75
-2.83,-75.3
-2.85,-75.59
-2.89,-75.88
-2.93,-76.17
-2.98,-76.47
-3.03,-76.77
-3.09,-77.07
-3.13,-77.36
-3.15,-77.65
-3.17,-77.95
-3.2,-78.25
-3.22,-78.56
-3.24,-78.85
-3.25,-79.11
-3.24,-79.35
-3.22,-79.52
-3.21,-79.61
-3.2,-79.69
-3.19,-79.77
-3.18,-79.84
-3.17,-79.91
-3.16,-79.98
-3.16,-80.04
-3.16,-80.09
-3.11,-80.16
-3.09,-80.23
-3.08,-80.3
-3.07,-80.36
-3.07,-80.43
-3.06,-80.49
-3.06,-80.56
-3.06,-80.62
-3.05,-80.68
-3.05,-80.75
-3.04,-80.81
-3.04,-80.87
-3.03,-80.93
-3.03,-81
-3.02,-81.06
-3.01,-81.12
-3,-81.18
-2.99,-81.24
-2.98,-81.3
-2.97,-81.36
-2.97,-81.42
-2.96,-81.48
-2.95,-81.54
-2.94,-81.59
-2.94,-81.65
-2.93,-81.71
-2.93,-81.76
-2.92,-81.82
-2.92,-81.88
-2.91,-81.93
-2.9,-81.99
-2.89,-82.04
-2.89,-82.1
-2.88,-82.15
-2.88,-82.21
-2.88,-82.26
-2.87,-82.31
-2.87,-82.37
-2.87,-82.42
-2.86,-82.47
-2.86,-82.52
-2.87,-82.57
-2.87,-82.63
-2.87,-82.68
-2.88,-82.73
-2.88,-82.78
-2.88,-82.83
-2.89,-82.88
-2.89,-82.93
-2.89,-82.98
-2.89,-83.03
-2.89,-83.08
-2.89,-83.13
-2.89,-83.18
-2.89,-83.23
-2.88,-83.28
-2.88,-83.32
-2.87,-83.37
-2.87,-83.42
-2.86,-83.47
-2.86,-83.51
-2.86,-83.56
-2.87,-83.61
-2.87,-83.65
-2.87,-83.7
-2.87,-83.75
-2.87,-83.79
-2.87,-83.84
-2.87,-83.88
-2.87,-83.93
-2.87,-83.97
-2.87,-84.01
-2.87,-84.05
-2.86,-84.09
-2.86,-84.13
-2.86,-84.17
-2.85,-84.21
-2.85,-84.25
-2.85,-84.29
-2.85,-84.33
-2.85,-84.37
-2.85,-84.41
-2.85,-84.45
-2.85,-84.49
-2.85,-84.53
-2.85,-84.57
-2.85,-84.61
-2.85,-84.65
-2.85,-84.68
-2.85,-84.72
-2.85,-84.76
-2.85,-84.8
-2.85,-84.84
-2.85,-84.87
-2.86,-84.91
-2.86,-84.95
-2.87,-84.99
-2.88,-85.03
-2.89,-85.06
-2.91,-85.1
-2.93,-85.13
-2.96,-85.17
-2.99,-85.2
-3.02,-85.24
-3.05,-85.28
-3.07,-85.31
-3.09,-85.35
-3.1,-85.38
-3.12,-85.41
-3.13,-85.44
-3.14,-85.47
-3.15,-85.5
-3.15,-85.53
-3.15,-85.55
-3.15,-85.58
-3.14,-85.6
-3.14,-85.62
-3.14,-85.65
-3.13,-85.67
-3.14,-85.7
-3.14,-85.72
-3.15,-85.73
-3.17,-85.73
-3.2,-85.72
-3.21,-85.71
-3.22,-85.72
-3.22,-85.73
-3.22,-85.75
-3.21,-85.77
-3.21,-85.79
-3.21,-85.81
-3.22,-85.84
-3.22,-85.86
-3.23,-85.89
-3.25,-85.91
-3.26,-85.94
-3.27,-85.97
-3.28,-86
-3.28,-86.02
-3.28,-86.05
-3.28,-86.08
-3.28,-86.11
-3.28,-86.14
-3.28,-86.16
-3.28,-86.19
-3.28,-86.22
-3.28,-86.24
-3.28,-86.27
-3.29,-86.3
-3.3,-86.33
-3.3,-86.36
-3.32,-86.38
-3.34,-86.41
-3.37,-86.44
-3.4,-86.46
-3.44,-86.49
-3.47,-86.52
-3.48,-86.54
-3.49,-86.57
-3.5,-86.6
-3.5,-86.63
-3.51,-86.65
-3.52,-86.68
-3.53,-86.7
-3.53,-86.73
-3.54,-86.76
-3.55,-86.78
-3.55,-86.81
-3.55,-86.83
-3.56,-86.85
-3.56,-86.88
-3.56,-86.9
-3.56,-86.93
-3.57,-86.95
-3.6,-86.98
-3.6,-87
-3.59,-87.01
-3.6,-87.03
-3.6,-87.07
-3.59,-87.08
-3.59,-87.1
-3.6,-87.12
-3.62,-87.14
-3.65,-87.16
-3.71,-87.17
-3.82,-87.19
-3.89,-87.22
-3.91,-87.25
-3.91,-87.27
-3.91,-87.3
-3.9,-87.32
-3.88,-87.34
-3.86,-87.37
-3.84,-87.39
-3.81,-87.42
-3.8,-87.44
-3.78,-87.46
-3.77,-87.49
-3.77,-87.51
-3.77,-87.53
-3.77,-87.55
-3.77,-87.58
-3.78,-87.6
-3.79,-87.62
-3.79,-87.64
-3.79,-87.67
-3.79,-87.69
-3.77,-87.71
-3.76,-87.74
-3.69,-88.07
-3.33,-88.26
-3.35,-88.37
-3.33,-88.43
-3.31,-88.46
-3.31,-88.49
-3.31,-88.51
-3.31,-88.54
-3.32,-88.57
-3.32,-88.59
-3.32,-88.61
