KalmanPitch,KalmanRoll,
-37.4,-51.46,
-37.39,-51.47,
-37.39,-51.48,
-37.39,-51.49,
-37.39,-51.5,
-37.39,-51.5,
-37.39,-51.51,
-37.4,-51.51,
-37.4,-51.52,
-37.41,-51.52,
-37.41,-51.52,
-37.42,-51.52,
-37.42,-51.52,
-37.42,-51.53,
-37.42,-51.53,
-37.42,-51.54,
-37.41,-51.55,
-37.41,-51.57,
-37.4,-51.59,
-37.39,-51.61,
-37.37,-51.63,
-37.36,-51.65,
-37.35,-51.67,
-37.34,-51.68,
-37.34,-51.69,
-37.33,-51.71,
-37.32,-51.71,
-37.31,-51.72,
-37.31,-51.72,
-37.3,-51.72,
-37.3,-51.72,
-37.3,-51.72,
-37.3,-51.71,
-37.3,-51.71,
-37.3,-51.71,
-37.31,-51.71,
-37.31,-51.72,
-37.32,-51.73,
-37.33,-51.73,
-37.34,-51.74,
-37.35,-51.75,
-37.36,-51.76,
-37.36,-51.77,
-37.37,-51.77,
-37.37,-51.78,
-37.38,-51.79,
-37.39,-51.79,
-37.39,-51.8,
-37.4,-51.8,
-37.41,-51.81,
-37.42,-51.81,
-37.42,-51.82,
-37.43,-51.83,
-37.45,-51.85,
-37.46,-51.86,
-37.47,-51.88,
-37.48,-51.89,
-37.49,-51.91,
-37.51,-51.93,
-37.52,-51.95,
-37.52,-51.96,
-37.53,-51.97,
-37.54,-51.99,
-37.54,-52,
-37.55,-52.01,
-37.56,-52.01,
-37.56,-52.02,
-37.57,-52.03,
-37.57,-52.03,
-37.57,-52.04,
-37.58,-52.04,
-37.59,-52.04,
-37.6,-52.04,
-37.62,-52.04,
-37.63,-52.05,
-37.64,-52.06,
-37.65,-52.06,
-37.66,-52.07,
-37.68,-52.08,
-37.68,-52.09,
-37.69,-52.1,
-37.7,-52.1,
-37.71,-52.11,
-37.71,-52.11,
-37.71,-52.11,
-37.72,-52.11,
-37.73,-52.11,
-37.73,-52.11,
-37.74,-52.12,
-37.74,-52.12,
-37.75,-52.12,
-37.75,-52.13,
-37.75,-52.13,
-37.76,-52.14,
-37.76,-52.14,
-37.77,-52.14,
-37.77,-52.15,
-37.77,-52.15,
-37.77,-52.16,
-37.78,-52.16,
-37.78,-52.16,
-37.78,-52.17,
-37.78,-52.17,
-37.79,-52.17,
-37.79,-52.17,
-37.79,-52.17,
-37.8,-52.18,
-37.8,-52.18,
-37.81,-52.18,
-37.81,-52.19,
-37.81,-52.19,
-37.82,-52.2,
-37.83,-52.21,
-37.83,-52.22,
-37.84,-52.23,
-37.85,-52.24,
-37.85,-52.25,
-37.86,-52.26,
-37.87,-52.27,
-37.88,-52.28,
-37.88,-52.28,
-37.89,-52.29,
-37.9,-52.29,
-37.91,-52.3,
-37.91,-52.3,
-37.92,-52.31,
-37.93,-52.31,
-37.94,-52.31,
-37.94,-52.31,
-37.95,-52.32,
-37.96,-52.32,
-37.97,-52.32,
-37.98,-52.32,
-37.99,-52.32,
-38,-52.33,
-38.01,-52.33,
-38.01,-52.34,
-38.02,-52.34,
-38.02,-52.35,
-38.02,-52.36,
-38.02,-52.36,
-38.01,-52.37,
-38.01,-52.37,
-38,-52.37,
-37.99,-52.37,
-37.98,-52.37,
-37.97,-52.37,
-37.96,-52.37,
-37.95,-52.37,
-37.94,-52.37,
-37.93,-52.38,
-37.92,-52.38,
-37.92,-52.4,
-37.91,-52.4,
-37.91,-52.41,
-37.91,-52.42,
-37.9,-52.43,
-37.91,-52.44,
-37.91,-52.45,
-37.9,-52.46,
-37.9,-52.47,
-37.9,-52.48,
-37.9,-52.49,
-37.9,-52.49,
-37.9,-52.49,
-37.91,-52.5,
-37.91,-52.5,
-37.92,-52.49,
-37.93,-52.5,
-37.94,-52.5,
-37.95,-52.5,
-37.96,-52.51,
-37.97,-52.52,
-37.98,-52.52,
-37.99,-52.53,
-38,-52.53,
-38.01,-52.54,
-38.01,-52.55,
-38.02,-52.56,
-38.02,-52.57,
-38.02,-52.59,
-38.02,-52.6,
-38.02,-52.6,
-38.02,-52.61,
-38.01,-52.62,
-38.01,-52.62,
-38.01,-52.63,
-38.01,-52.63,
-38.02,-52.64,
-38.02,-52.64,
-38.02,-52.65,
-38.03,-52.65,
-38.03,-52.66,
-38.03,-52.66,
-38.04,-52.66,
-38.04,-52.66,
-38.04,-52.66,
-38.04,-52.65,
-38.04,-52.65,
-38.04,-52.64,
-38.04,-52.63,
-38.04,-52.63,
-38.04,-52.63,
-38.04,-52.63,
-38.03,-52.63,
-38.03,-52.64,
-38.03,-52.64,
-38.02,-52.65,
-38.02,-52.65,
-38.02,-52.66,
-38.02,-52.66,
-38.02,-52.67,
-38.02,-52.67,
-38.02,-52.67,
-38.02,-52.67,
-38.02,-52.67,
-38.02,-52.67,
-38.03,-52.67,
-38.03,-52.67,
-38.04,-52.67,
-38.05,-52.67,
-38.06,-52.67,
-38.07,-52.68,
-38.08,-52.68,
-38.09,-52.69,
-38.1,-52.7,
-38.11,-52.71,
-38.12,-52.72,
-38.13,-52.74,
-38.14,-52.75,
-38.15,-52.76,
-38.16,-52.78,
-38.16,-52.8,
-38.16,-52.81,
-38.17,-52.83,
-38.17,-52.84,
-38.17,-52.86,
-38.17,-52.87,
-38.17,-52.89,
-38.17,-52.9,
-38.17,-52.91,
-38.17,-52.92,
-38.16,-52.94,
-38.16,-52.95,
-38.15,-52.95,
-38.15,-52.96,
-38.15,-52.97,
-38.15,-52.97,
-38.15,-52.98,
-38.15,-52.99,
-38.16,-53,
-38.16,-53,
-38.16,-53.01,
-38.16,-53.01,
-38.17,-53.02,
-38.17,-53.02,
-38.17,-53.02,
-38.17,-53.01,
-38.18,-53.02,
-38.17,-53.01,
-38.17,-53.01,
-38.17,-53.01,
-38.16,-53.01,
-38.16,-53.01,
-38.15,-53,
-38.15,-53,
-38.15,-53,
-38.14,-53,
-38.14,-52.99,
-38.13,-52.99,
-38.13,-52.99,
-38.13,-52.99,
-38.12,-53,
-38.12,-53.01,
-38.11,-53.02,
-38.11,-53.02,
-38.1,-53.03,
-38.09,-53.03,
-38.08,-53.04,
-38.07,-53.04,
-38.07,-53.04,
-38.06,-53.04,
-38.06,-53.04,
-38.05,-53.04,
-38.05,-53.04,
-38.05,-53.04,
-38.04,-53.04,
-38.04,-53.03,
-38.04,-53.03,
-38.05,-53.04,
-38.05,-53.04,
-38.06,-53.03,
-38.06,-53.03,
-38.07,-53.02,
-38.07,-53.02,
-38.07,-53.01,
-38.07,-53.01,
-38.07,-53.01,
-38.07,-53.01,
-38.07,-53.01,
-38.08,-53.01,
-38.08,-53.02,
-38.09,-53.02,
-38.1,-53.02,
-38.12,-53.01,
-38.13,-53.01,
-38.14,-53.01,
-38.16,-53.02,
-38.17,-53.03,
-38.18,-53.04,
-38.19,-53.04,
-38.2,-53.04,
-38.2,-53.04,
-38.21,-53.04,
-38.21,-53.05,
-38.21,-53.05,
-38.21,-53.06,
-38.2,-53.06,
-38.19,-53.06,
-38.18,-53.06,
-38.17,-53.06,
-38.15,-53.07,
-38.13,-53.06,
-38.11,-53.06,
-38.09,-53.06,
-38.07,-53.05,
-38.06,-53.04,
-38.04,-53.02,
-38.03,-53,
-38.02,-52.98,
-38.01,-52.96,
-38.01,-52.94,
-38.01,-52.92,
-38.01,-52.91,
-38.01,-52.9,
-38.01,-52.89,
-38.02,-52.88,
-38.02,-52.87,
-38.02,-52.87,
-38.02,-52.87,
-38.03,-52.88,
-38.03,-52.88,
-38.04,-52.89,
-38.04,-52.91,
-38.05,-52.92,
-38.06,-52.94,
-38.06,-52.95,
-38.07,-52.96,
-38.07,-52.98,
-38.08,-53,
-38.08,-53.01,
-38.08,-53.03,
-38.08,-53.04,
-38.07,-53.05,
-38.07,-53.06,
-38.06,-53.07,
-38.05,-53.08,
-38.04,-53.09,
-38.03,-53.09,
-38.02,-53.09,
-38.02,-53.1,
-38.01,-53.1,
-38,-53.1,
-38,-53.1,
-38,-53.11,
-37.99,-53.11,
-37.99,-53.11,
-37.99,-53.11,
-38,-53.11,
-38.01,-53.11,
-38.01,-53.11,
-38.01,-53.12,
-38.01,-53.12,
-38.01,-53.12,
-38.01,-53.12,
-38,-53.11,
-38,-53.1,
-37.99,-53.1,
-37.98,-53.09,
-37.97,-53.07,
-37.96,-53.06,
-37.94,-53.05,
-37.92,-53.03,
-37.9,-53.01,
-37.88,-53,
-37.85,-52.98,
-37.82,-52.97,
-37.8,-52.95,
-37.77,-52.94,
-37.74,-52.93,
-37.7,-52.92,
-37.67,-52.92,
-37.64,-52.91,
-37.61,-52.9,
-37.58,-52.9,
-37.55,-52.9,
-37.51,-52.9,
-37.48,-52.9,
-37.45,-52.89,
-37.42,-52.88,
-37.39,-52.88,
-37.36,-52.87,
-37.32,-52.86,
-37.29,-52.85,
-37.27,-52.84,
-37.25,-52.83,
-37.23,-52.82,
-37.2,-52.81,
-37.18,-52.81,
-37.15,-52.8,
-37.13,-52.78,
-37.11,-52.76,
-37.09,-52.75,
-37.07,-52.74,
-37.05,-52.73,
-37.02,-52.72,
-37,-52.71,
-36.98,-52.69,
-36.96,-52.68,
-36.93,-52.67,
-36.91,-52.65,
-36.89,-52.64,
-36.86,-52.63,
-36.84,-52.61,
-36.82,-52.6,
-36.79,-52.59,
-36.77,-52.58,
-36.74,-52.58,
-36.72,-52.57,
-36.7,-52.57,
-36.68,-52.56,
-36.65,-52.56,
-36.63,-52.56,
-36.6,-52.56,
-36.58,-52.56,
-36.56,-52.56,
-36.53,-52.55,
-36.5,-52.55,
-36.47,-52.55,
-36.44,-52.54,
-36.41,-52.53,
-36.38,-52.52,
-36.35,-52.5,
-36.32,-52.49,
-36.29,-52.47,
-36.26,-52.46,
-36.23,-52.44,
-36.2,-52.42,
-36.17,-52.41,
-36.14,-52.39,
-36.11,-52.38,
-36.07,-52.38,
-36.04,-52.37,
-36,-52.36,
-35.96,-52.35,
-35.92,-52.34,
-35.88,-52.33,
-35.83,-52.32,
-35.79,-52.3,
-35.74,-52.28,
-35.69,-52.26,
-35.63,-52.24,
-35.58,-52.23,
-35.52,-52.21,
-35.46,-52.19,
-35.4,-52.18,
-35.34,-52.16,
-35.28,-52.14,
-35.22,-52.12,
-35.16,-52.1,
-35.11,-52.08,
-35.05,-52.07,
-34.99,-52.05,
-34.93,-52.04,
-34.87,-52.02,
-34.82,-52.01,
-34.76,-51.99,
-34.7,-51.97,
-34.65,-51.96,
-34.59,-51.95,
-34.53,-51.94,
-34.48,-51.93,
-34.42,-51.92,
-34.36,-51.91,
-34.3,-51.9,
-34.24,-51.89,
-34.18,-51.88,
-34.12,-51.87,
-34.07,-51.85,
-34.01,-51.84,
-33.95,-51.82,
-33.89,-51.81,
-33.83,-51.79,
-33.77,-51.77,
-33.71,-51.75,
-33.65,-51.72,
-33.59,-51.7,
-33.52,-51.67,
-33.46,-51.64,
-33.4,-51.62,
-33.34,-51.59,
-33.27,-51.56,
-33.21,-51.54,
-33.13,-51.51,
-33.06,-51.48,
-32.98,-51.45,
-32.9,-51.42,
-32.81,-51.39,
-32.73,-51.36,
-32.64,-51.32,
-32.55,-51.28,
-32.46,-51.25,
-32.36,-51.21,
-32.26,-51.17,
-32.16,-51.13,
-32.06,-51.09,
-31.95,-51.05,
-31.85,-51.01,
-31.74,-50.96,
-31.64,-50.92,
-31.53,-50.88,
-31.41,-50.84,
-31.3,-50.8,
-31.17,-50.75,
-31.05,-50.71,
-30.93,-50.67,
-30.81,-50.63,
-30.68,-50.59,
-30.55,-50.55,
-30.41,-50.5,
-30.28,-50.46,
-30.15,-50.41,
-30.01,-50.37,
-29.88,-50.33,
-29.74,-50.28,
-29.61,-50.24,
-29.48,-50.19,
-29.34,-50.15,
-29.21,-50.1,
-29.08,-50.06,
-28.95,-50.02,
-28.81,-49.97,
-28.68,-49.92,
-28.54,-49.87,
-28.4,-49.81,
-28.26,-49.74,
-28.12,-49.69,
-27.99,-49.63,
-27.84,-49.58,
-27.7,-49.52,
-27.56,-49.45,
-27.42,-49.39,
-27.28,-49.31,
-27.14,-49.24,
-27,-49.16,
-26.86,-49.09,
-26.73,-49.01,
-26.59,-48.93,
-26.47,-48.85,
-26.34,-48.77,
-26.22,-48.68,
-26.1,-48.6,
-25.98,-48.51,
-25.86,-48.43,
-25.73,-48.35,
-25.61,-48.28,
-25.49,-48.2,
-25.36,-48.13,
-25.23,-48.06,
-25.1,-47.99,
-24.97,-47.93,
-24.84,-47.86,
-24.71,-47.8,
-24.57,-47.73,
-24.44,-47.66,
-24.3,-47.59,
-24.16,-47.52,
-24.02,-47.44,
-23.89,-47.37,
-23.75,-47.28,
-23.62,-47.2,
-23.48,-47.12,
-23.34,-47.04,
-23.2,-46.95,
-23.06,-46.87,
-22.92,-46.79,
-22.78,-46.71,
-22.64,-46.63,
-22.5,-46.55,
-22.35,-46.47,
-22.21,-46.39,
-22.06,-46.31,
-21.92,-46.23,
-21.77,-46.15,
-21.61,-46.08,
-21.45,-46.01,
-21.29,-45.94,
-21.11,-45.87,
-20.94,-45.8,
-20.76,-45.73,
-20.58,-45.65,
-20.39,-45.58,
-20.2,-45.5,
-20.01,-45.42,
-19.82,-45.34,
-19.63,-45.27,
-19.45,-45.19,
-19.27,-45.11,
-19.09,-45.03,
-18.91,-44.95,
-18.73,-44.87,
-18.54,-44.8,
-18.36,-44.72,
-18.18,-44.64,
-17.99,-44.56,
-17.81,-44.47,
-17.62,-44.39,
-17.44,-44.3,
-17.26,-44.22,
-17.08,-44.13,
-16.9,-44.03,
-16.72,-43.94,
-16.55,-43.84,
-16.38,-43.75,
-16.22,-43.65,
-16.05,-43.56,
-15.89,-43.46,
-15.73,-43.37,
-15.57,-43.28,
-15.41,-43.18,
-15.26,-43.09,
-15.1,-43,
-14.95,-42.91,
-14.8,-42.82,
-14.65,-42.72,
-14.51,-42.62,
-14.36,-42.53,
-14.22,-42.43,
-14.08,-42.32,
-13.95,-42.22,
-13.81,-42.12,
-13.67,-42.02,
-13.54,-41.91,
-13.4,-41.8,
-13.27,-41.69,
-13.14,-41.57,
-13.01,-41.46,
-12.88,-41.33,
-12.75,-41.2,
-12.62,-41.06,
-12.49,-40.92,
-12.38,-40.79,
-12.25,-40.64,
-12.13,-40.5,
-12,-40.35,
-11.87,-40.2,
-11.75,-40.04,
-11.63,-39.88,
-11.51,-39.73,
-11.39,-39.57,
-11.27,-39.41,
-11.14,-39.26,
-11.03,-39.11,
-10.91,-38.96,
-10.81,-38.81,
-10.7,-38.66,
-10.59,-38.5,
-10.49,-38.34,
-10.4,-38.17,
-10.31,-38.02,
-10.21,-37.86,
-10.09,-37.71,
-10.03,-37.55,
-9.99,-37.39,
-9.94,-37.23,
-9.89,-37.07,
-9.85,-36.91,
-9.79,-36.75,
-9.74,-36.59,
-9.68,-36.44,
-9.63,-36.27,
-9.58,-36.12,
-9.53,-35.95,
-9.49,-35.8,
-9.44,-35.64,
-9.4,-35.48,
-9.37,-35.32,
-9.35,-35.16,
-9.33,-34.99,
-9.31,-34.81,
-9.31,-34.65,
-9.31,-34.48,
-9.31,-34.32,
-9.3,-34.16,
-9.3,-34,
-9.29,-33.84,
-9.28,-33.68,
-9.26,-33.52,
-9.23,-33.37,
-9.17,-33.22,
-9.13,-33.07,
-9.09,-32.93,
-9.06,-32.78,
-9.03,-32.63,
-9.01,-32.48,
-8.99,-32.32,
-8.96,-32.17,
-8.94,-32,
-8.92,-31.84,
-8.91,-31.67,
-8.89,-31.49,
-8.87,-31.3,
-8.86,-31.11,
-8.85,-30.89,
-8.83,-30.66,
-8.82,-30.42,
-8.81,-30.18,
-8.8,-29.93,
-8.79,-29.68,
-8.78,-29.42,
-8.76,-29.16,
-8.75,-28.9,
-8.73,-28.62,
-8.68,-28.1,
-8.61,-27.49,
-8.58,-26.82,
-8.57,-26.12,
-8.53,-25.42,
-8.5,-24.71,
-8.48,-24.03,
-8.46,-23.39,
-8.46,-22.82,
-8.47,-22.28,
-8.45,-21.83,
-8.46,-21.39,
-8.47,-21,
-8.48,-20.63,
-8.5,-20.28,
-8.51,-19.96,-19.42
-16.49,-28.17,
-8.48,-19.19,
-8.48,-18.97,
-8.47,-18.78,
-8.46,-18.6,
-8.46,-18.44,
-8.47,-18.3,
-8.47,-18.17,
-8.46,-18.04,
-8.44,-17.92,
-8.43,-17.79,
-8.42,-17.66,
-8.4,-17.52,
-8.4,-17.38,
-8.39,-17.22,
-8.4,-17.07,
-8.4,-16.92,
-8.39,-16.77,
-8.39,-16.63,
-8.38,-16.48,
-8.38,-16.34,
-8.37,-16.2,
-8.36,-16.06,
-8.36,-15.92,
-8.35,-15.78,
-8.35,-15.64,
-8.35,-15.48,
-8.35,-15.3,
-8.37,-15.1,
-8.38,-14.88,
-8.4,-14.65,
-8.42,-14.4,
-8.45,-14.15,
-8.48,-13.9,
-8.51,-13.65,
-8.54,-13.38,
-8.56,-13.14,
-8.58,-12.92,
-8.58,-12.71,
-8.57,-12.5,
-8.57,-12.29,
-8.55,-12.07,
-8.55,-11.85,
-8.54,-11.65,
-8.52,-11.46,
-8.49,-11.29,
-8.45,-11.15,
-8.41,-11.04,
-8.38,-10.97,
-8.34,-10.89,
-8.35,-10.77,
-8.33,-10.66,
-8.3,-10.55,
-8.27,-10.44,
-8.24,-10.35,
-8.23,-10.26,
-8.25,-10.14,
-8.28,-10.01,
-8.32,-9.88,
-8.37,-9.77,
-8.43,-9.68,
-8.49,-9.58,
-8.54,-9.44,
-8.6,-9.29,
-8.64,-9.12,
-8.72,-8.95,
-8.84,-8.77,
-8.97,-8.58,
-9.08,-8.39,
-9.17,-8.19,
-9.25,-7.99,
-9.33,-7.79,
-9.41,-7.59,
-9.48,-7.38,
-9.6,-7.13,
-9.81,-6.92,
-10.05,-6.6,
-10.14,-6.49,
-10.17,-6.44,
-10.17,-6.39,
-10.18,-6.35,
-10.18,-6.31,
-10.18,-6.26,
-10.18,-6.22,
-10.18,-6.17,
-10.18,-6.13,
-10.18,-6.08,
-10.17,-6.04,
-10.17,-6,
-10.16,-5.95,
-10.16,-5.91,
-10.15,-5.87,
-10.14,-5.82,
-10.13,-5.78,
-10.12,-5.74,
-10.12,-5.7,
-10.11,-5.66,
-10.1,-5.61,
-10.1,-5.57,
-10.09,-5.53,
-10.09,-5.49,
-10.08,-5.45,
-10.08,-5.41,
-10.07,-5.37,
-10.07,-5.33,
-10.07,-5.29,
-10.06,-5.25,
-10.06,-5.21,
-10.05,-5.17,
-10.05,-5.13,
-10.05,-5.06,
-10.05,-5.02,
-10.04,-4.99,
-10.03,-4.96,
-10.02,-4.92,
-10.01,-4.9,
-10,-4.87,
-9.99,-4.82,
-9.99,-4.79,
-9.99,-4.78,
-9.98,-4.76,
-9.98,-4.75,
-9.98,-4.73,
-9.98,-4.71,
-9.98,-4.68,
-9.99,-4.64,
-9.99,-4.61,
-9.99,-4.57,
-10,-4.54,
-10,-4.5,
-10.01,-4.47,
-10.01,-4.44,
-10.02,-4.4,
-10.02,-4.37,
-10.02,-4.34,
-10.03,-4.3,
-10.04,-4.27,
-10.05,-4.24,
-10.06,-4.2,
-10.07,-4.17,
-10.07,-4.13,
-10.1,-4.1,
-10.15,-4.08,
-10.21,-4.06,
-10.28,-4.03,
-10.34,-3.99,
-10.39,-3.95,
-10.42,-3.91,
-10.45,-3.88,
-10.46,-3.85,
-10.46,-3.82,
-10.47,-3.78,
-10.47,-3.75,
-10.46,-3.72,
-10.46,-3.69,
-10.46,-3.66,
-10.45,-3.63,
-10.45,-3.6,
-10.44,-3.57,
-10.45,-3.54,
-10.44,-3.51,
-10.44,-3.48,
-10.43,-3.45,
-10.42,-3.42,
-10.41,-3.39,
-10.41,-3.36,
-10.4,-3.33,
-10.4,-3.3,
-10.39,-3.27,
-10.39,-3.24,
-10.39,-3.22,
-10.38,-3.19,
-10.38,-3.16,
-10.38,-3.13,
-10.38,-3.1,
-10.38,-3.07,
-10.38,-3.05,
-10.38,-3.02,
-10.38,-2.99,
-10.39,-2.97,
-10.39,-2.94,
-10.39,-2.91,
-10.39,-2.89,
-10.4,-2.86,
-10.4,-2.84,
-10.4,-2.81,
-10.41,-2.79,
-10.41,-2.76,
-10.41,-2.74,
-10.42,-2.71,
-10.44,-2.7,
-10.44,-2.67,
-10.45,-2.64,
-10.46,-2.62,
-10.47,-2.59,
-10.48,-2.55,
-10.49,-2.53,
-10.5,-2.5,
-10.51,-2.48,
-10.52,-2.46,
-10.53,-2.43,
-10.54,-2.41,
-10.54,-2.38,
-10.54,-2.36,
-10.54,-2.34,
-10.55,-2.31,
-10.55,-2.29,
-10.55,-2.27,
-10.56,-2.25,
-10.56,-2.22,
-10.56,-2.2,
-10.56,-2.18,
-10.56,-2.15,
-10.57,-2.13,
-10.57,-2.11,
-10.57,-2.09,
-10.58,-2.07,
-10.59,-2.05,
-10.59,-2.02,
-10.59,-2,
-10.6,-1.98,
-10.6,-1.96,
-10.6,-1.94,
-10.6,-1.92,
-10.6,-1.9,
-10.6,-1.87,
-10.6,-1.85,
-10.6,-1.83,
-10.6,-1.81,
-10.6,-1.79,
-10.61,-1.77,
-10.61,-1.75,
-10.62,-1.73,
-10.63,-1.71,
-10.65,-1.69,
-10.67,-1.67,
-10.68,-1.65,
-10.7,-1.63,
-10.71,-1.61,
-10.71,-1.59,
-10.71,-1.57,
-10.69,-1.56,
-10.66,-1.54,
-10.63,-1.52,
-10.61,-1.5,
-10.6,-1.48,
-10.59,-1.46,
-10.58,-1.44,
-10.57,-1.42,
-10.57,-1.41,
-10.56,-1.39,
-10.55,-1.37,
-10.55,-1.35,
-10.54,-1.33,
-10.53,-1.32,
-10.52,-1.3,
-10.51,-1.28,
-10.5,-1.26,
-10.49,-1.25,
-10.48,-1.23,
-10.46,-1.21,
-10.45,-1.19,
-10.44,-1.17,
-10.43,-1.16,
-10.42,-1.14,
-10.41,-1.12,
-10.4,-1.11,
-10.39,-1.09,
-10.39,-1.07,
-10.38,-1.06,
-10.38,-1.04,
-10.37,-1.02,
-10.37,-1,
-10.39,-0.99,
-10.37,-0.98,
-10.36,-0.96,
-10.36,-0.95,
-10.35,-0.93,
-10.35,-0.91,
-10.34,-0.9,
-10.33,-0.88,
-10.32,-0.87,
-10.31,-0.85,
-10.3,-0.84,
-10.3,-0.82,
-10.29,-0.81,
-10.29,-0.79,
-10.29,-0.78,
-10.28,-0.76,
-10.28,-0.75,
-10.28,-0.74,
-10.28,-0.72,
-10.28,-0.71,
-10.28,-0.69,
-10.27,-0.68,
-10.27,-0.66,
-10.27,-0.65,
-10.27,-0.63,
-10.26,-0.62,
-10.26,-0.6,
-10.26,-0.59,
-10.25,-0.57,
-10.25,-0.56,
-10.25,-0.54,
-10.24,-0.53,
-10.24,-0.52,
-10.24,-0.5,
-10.23,-0.49,
-10.23,-0.47,
-10.23,-0.46,
-10.23,-0.45,
-10.23,-0.43,
-10.23,-0.42,
-10.23,-0.41,
-10.23,-0.4,
-10.23,-0.38,
-10.23,-0.37,
-10.23,-0.36,
-10.23,-0.35,
-10.23,-0.33,
-10.23,-0.32,
-10.23,-0.31,
-10.23,-0.3,
-10.23,-0.28,
-10.23,-0.27,
-10.22,-0.26,
-10.22,-0.25,
-10.22,-0.23,
-10.22,-0.22,
-10.22,-0.21,
-10.22,-0.2,
-10.22,-0.18,
-10.22,-0.17,
-10.22,-0.16,
-10.22,-0.15,
-10.22,-0.13,
-10.22,-0.12,
-10.22,-0.11,
-10.22,-0.1,
-10.22,-0.09,
-10.22,-0.08,
-10.22,-0.06,
-10.22,-0.05,
-10.22,-0.04,
-10.22,-0.03,
-10.22,-0.02,
-10.22,-0.01,
-10.22,0,
-10.22,0.01,
-10.22,0.03,
-10.22,0.04,
-10.22,0.05,
-10.21,0.06,
-10.21,0.07,
-10.21,0.08,
-10.21,0.09,
-10.21,0.1,
-10.2,0.11,
-10.2,0.12,
-10.2,0.13,
-10.2,0.14,
-10.2,0.15,
-10.19,0.16,
-10.19,0.17,
-10.19,0.18,
-10.19,0.19,
-10.19,0.2,
-10.19,0.21,
-10.19,0.22,
-10.19,0.23,
-10.19,0.24,
-10.19,0.25,
-10.19,0.26,
-10.19,0.27,
-10.19,0.28,
-10.19,0.29,
-10.19,0.3,
-10.19,0.31,
-10.19,0.32,
-10.19,0.33,
-10.19,0.34,
-10.19,0.35,
-10.19,0.35,
-10.19,0.36,
-10.19,0.37,
-10.19,0.38,
-10.19,0.39,
-10.19,0.4,
-10.19,0.41,
-10.19,0.42,
-10.19,0.43,
-10.18,0.43,
-10.18,0.44,
-10.18,0.45,
-10.18,0.46,
-10.18,0.47,
-10.18,0.48,
-10.17,0.48,
-10.17,0.49,
-10.17,0.5,
-10.17,0.51,
-10.17,0.52,
-10.17,0.53,
-10.16,0.53,
-10.16,0.54,
-10.16,0.55,
-10.16,0.56,
-10.16,0.57,
-10.16,0.57,
-10.16,0.58,
-10.16,0.59,
-10.16,0.6,
-10.16,0.61,
-10.16,0.62,
-10.16,0.62,
-10.16,0.63,
-10.16,0.64,
-10.16,0.65,
-10.16,0.66,
-10.16,0.66,
-10.16,0.67,
-10.16,0.68,
-10.16,0.69,
-10.16,0.69,
-10.16,0.7,
-10.16,0.71,
-10.16,0.71,
-10.16,0.72,
-10.16,0.73,
-10.16,0.74,
-10.16,0.74,
-10.15,0.75,
-10.15,0.76,
-10.15,0.77,
-10.15,0.77,
-10.15,0.78,
-10.15,0.79,
-10.15,0.79,
-10.15,0.8,
-10.15,0.81,
-10.14,0.81,
-10.14,0.82,
-10.14,0.83,
-10.14,0.83,
-10.14,0.84,
-10.14,0.84,
-10.14,0.85,
-10.14,0.86,
-10.14,0.86,
-10.14,0.87,
-10.14,0.87,
-10.14,0.88,
-10.14,0.89,
-10.14,0.89,
-10.14,0.9,
-10.14,0.91,
-10.14,0.91,
-10.14,0.92,
-10.14,0.92,
-10.14,0.93,
-10.14,0.94,
-10.14,0.94,
-10.14,0.95,
-10.14,0.95,
-10.14,0.96,
-10.14,0.97,
-10.14,0.97,
-10.14,0.98,
-10.14,0.98,
-10.14,0.99,
-10.14,0.99,
-10.14,1,
-10.14,1,
-10.14,1.01,
-10.14,1.02,
-10.14,1.02,
-10.14,1.03,
-10.14,1.03,
-10.14,1.04,
-10.14,1.04,
-10.14,1.05,
-10.14,1.05,
-10.14,1.06,
-10.14,1.06,
-10.14,1.07,
-10.14,1.08,
-10.14,1.08,
-10.14,1.09,
-10.14,1.09,
-10.14,1.1,
-10.14,1.1,
-10.14,1.11,
-10.13,1.11,
-10.13,1.12,
-10.13,1.12,
-10.13,1.13,
-10.13,1.14,
-10.13,1.14,
-10.13,1.15,
-10.13,1.15,
-10.13,1.15,
-10.13,1.16,
-10.12,1.16,
-10.12,1.17,
-10.12,1.17,
-10.12,1.18,
-10.12,1.18,
-10.12,1.19,
-10.12,1.19,
-10.13,1.19,
-10.13,1.2,
-10.13,1.2,
-10.13,1.21,
-10.13,1.21,
-10.13,1.21,
-10.13,1.22,
-10.12,1.22,
-10.12,1.23,
-10.12,1.23,
-10.12,1.24,
-10.12,1.24,
-10.12,1.25,
-10.12,1.25,
-10.12,1.26,
-10.12,1.26,
-10.11,1.26,
-10.11,1.27,
-10.12,1.27,
-10.12,1.28,
-10.12,1.28,
-10.12,1.29,
-10.12,1.29,
-10.12,1.29,
-10.12,1.3,
-10.12,1.3,
-10.12,1.31,
-10.12,1.31,
-10.12,1.31,
-10.12,1.32,
-10.12,1.32,
-10.12,1.32,
-10.12,1.33,
-10.12,1.33,
-10.12,1.34,
-10.12,1.34,
-10.12,1.34,
-10.12,1.35,
-10.12,1.35,
-10.12,1.36,
-10.12,1.36,
-10.12,1.36,
-10.12,1.37,
-10.12,1.37,
-10.12,1.38,
-10.12,1.38,
-10.12,1.39,
-10.12,1.39,
