-1.8,89.64,266.37
-1.81,89.64,266.38
-1.81,89.64,266.38
-1.82,89.64,266.37
-1.82,89.64,266.37
-1.82,89.64,266.37
-1.83,89.64,266.37
-1.83,89.64,266.37
-1.84,89.64,266.37
-1.84,89.64,266.37
-1.84,89.64,266.37
-1.85,89.64,266.38
-1.85,89.64,266.38
-1.86,89.64,266.38
-1.86,89.64,266.38
-1.86,89.64,266.38
-1.87,89.64,266.38
-1.87,89.64,266.38
-1.87,89.64,266.38
-1.88,89.64,266.38
-1.88,89.64,266.38
-1.88,89.64,266.39
-1.89,89.64,266.39
-1.89,89.64,266.39
-1.9,89.64,266.39
-1.9,89.64,266.39
-1.9,89.64,266.39
-1.91,89.64,266.39
-1.91,89.64,266.38
-1.91,89.64,266.38
-1.92,89.64,266.38
-1.92,89.64,266.38
-1.92,89.64,266.38
-1.93,89.64,266.39
-1.93,89.64,266.39
-1.93,89.64,266.39
-1.94,89.64,266.39
-1.94,89.65,266.39
-1.95,89.65,266.39
-1.95,89.65,266.39
-1.95,89.65,266.39
-1.96,89.65,266.39
-1.96,89.66,266.39
-1.97,89.66,266.38
-1.97,89.66,266.38
-1.97,89.66,266.38
-1.97,89.66,266.38
-1.98,89.66,266.38
-1.98,89.66,266.39
-1.98,89.66,266.39
-1.99,89.66,266.39
-1.99,89.66,266.4
-1.99,89.66,266.39
-2,89.66,266.39
-2,89.66,266.39
-2,89.66,266.39
-2.01,89.66,266.38
-2.01,89.66,266.38
-2.01,89.66,266.38
-2.02,89.66,266.39
-2.02,89.66,266.39
-2.02,89.66,266.39
-2.03,89.66,266.39
-2.03,89.66,266.39
-2.03,89.66,266.39
-2.04,89.66,266.39
-2.04,89.66,266.38
-2.04,89.66,266.39
-2.01,89.66,266.39
-1.98,89.66,266.39
-1.96,89.66,266.4
-1.95,89.66,266.4
-1.96,89.66,266.4
-1.96,89.66,266.4
-1.96,89.66,266.4
-1.97,89.66,266.4
-1.97,89.66,266.4
-1.97,89.66,266.4
-1.98,89.66,266.4
-1.98,89.66,266.4
-1.98,89.66,266.4
-1.99,89.66,266.4
-1.99,89.66,266.4
-1.99,89.66,266.4
-2,89.66,266.4
-2,89.65,266.4
-2,89.65,266.4
-2,89.65,266.39
-2.01,89.65,266.39
-2.01,89.65,266.39
-2.01,89.65,266.39
-2.02,89.65,266.39
-2.02,89.65,266.39
-2.02,89.65,266.39
-2.03,89.65,266.39
-2.03,89.65,266.39
-2.03,89.65,266.39
-2.04,89.65,266.39
-2.04,89.65,266.39
-2.04,89.65,266.39
-2.04,89.65,266.39
-2.05,89.66,266.38
-2.05,89.66,266.38
-2.05,89.66,266.38
-2.06,89.66,266.39
-2.06,89.66,266.39
-2.06,89.66,266.39
-2.07,89.66,266.39
-2.07,89.66,266.4
-2.07,89.66,266.4
-2.08,89.66,266.4
-2.08,89.66,266.4
-2.08,89.66,266.39
-2.08,89.66,266.39
-2.09,89.66,266.39
-2.09,89.66,266.4
-2.09,89.66,266.39
-2.09,89.66,266.39
-2.1,89.66,266.38
-2.1,89.65,266.38
-2.1,89.65,266.38
-2.11,89.65,266.38
-2.11,89.65,266.38
-2.11,89.65,266.38
-2.11,89.65,266.38
-2.12,89.66,266.38
-2.12,89.66,266.38
-2.12,89.66,266.38
-2.12,89.66,266.38
-2.12,89.66,266.38
-2.13,89.66,266.38
-2.13,89.66,266.38
-2.13,89.66,266.38
-2.13,89.66,266.39
-2.14,89.66,266.39
-2.14,89.66,266.39
-2.14,89.66,266.39
-2.14,89.66,266.39
-2.15,89.66,266.39
-2.15,89.66,266.39
-2.15,89.66,266.39
-2.15,89.66,266.39
-2.15,89.66,266.39
-2.16,89.66,266.38
-2.16,89.66,266.38
-2.16,89.66,266.38
-2.16,89.66,266.38
-2.17,89.66,266.38
-2.17,89.66,266.38
-2.17,89.66,266.38
-2.17,89.66,266.38
-2.18,89.66,266.38
-2.18,89.66,266.37
-2.18,89.66,266.37
-2.19,89.66,266.37
-2.19,89.66,266.37
-2.19,89.66,266.36
-2.19,89.66,266.36
-2.2,89.66,266.36
-2.2,89.66,266.36
-2.21,89.66,266.35
-2.21,89.66,266.34
-2.21,89.65,266.33
-2.23,89.6,266.33
-2.2,89.65,266.34
-2.18,89.67,266.33
-2.17,89.67,266.33
-2.17,89.67,266.32
-2.17,89.67,266.32
-2.18,89.68,266.31
-2.18,89.68,266.31
-2.18,89.68,266.31
-2.18,89.67,266.32
-2.18,89.67,266.32
-2.18,89.67,266.32
-2.19,89.67,266.33
-2.19,89.67,266.33
-2.19,89.67,266.34
-2.19,89.66,266.34
-2.2,89.66,266.34
-2.2,89.66,266.34
-2.2,89.66,266.33
-2.2,89.66,266.33
-2.2,89.66,266.33
-2.2,89.66,266.33
-2.15,89.65,266.34
-2.02,89.66,266.35
-1.92,89.66,266.37
-1.85,89.66,266.38
-1.81,89.66,266.38
-1.75,89.66,266.39
-1.71,89.66,266.39
-1.68,89.65,266.39
-1.67,89.65,266.39
-1.68,89.65,266.38
-1.69,89.65,266.39
-1.69,89.66,266.39
-1.7,89.66,266.39
-1.7,89.66,266.39
-1.7,89.66,266.39
-1.71,89.65,266.39
-1.8,89.64,266.39
-1.94,89.65,266.37
-2.04,89.65,266.36
-2.07,89.66,266.35
-2.09,89.65,266.35
